record_id,log_date,equipment_id,technician_id,customer_id,erp_order_id,maintenance_type,maintenance_status,log_description,summarized_log,failure_rate,maintenance_cost,downtime_hours,summarization_time_saved
MTN-00468,2026-03-13,EQ-0018,TECH-028,ECUST-0168,ERP-00468,Corrective Maintenance,Delayed,Technician note for EQ-0018 on 2026-03-13.,AI summary: Corrective Maintenance on EQ-0018.,0.3522,9004.36,187,1
MTN-00469,2025-06-28,EQ-0019,TECH-029,ECUST-0169,ERP-00469,Condition-Based Maintenance,Cancelled,Technician note for EQ-0019 on 2025-06-28.,AI summary: Condition-Based Maintenance on EQ-0019.,0.2084,1339.53,139,0
MTN-00470,2026-05-23,EQ-0020,TECH-030,ECUST-0170,ERP-00470,Reliability-Centered Maintenance,Completed,Technician note for EQ-0020 on 2026-05-23.,AI summary: Reliability-Centered Maintenance on EQ-0020.,0.4351,12611.72,8,7
MTN-00471,2025-04-23,EQ-0021,TECH-031,ECUST-0171,ERP-00471,Preventive Maintenance,In Progress,Technician note for EQ-0021 on 2025-04-23.,AI summary: Preventive Maintenance on EQ-0021.,0.3116,882.39,23,1
MTN-00472,2026-04-01,EQ-0022,TECH-032,ECUST-0172,ERP-00472,Predictive Maintenance,Scheduled,Technician note for EQ-0022 on 2026-04-01.,AI summary: Predictive Maintenance on EQ-0022.,0.6844,7012.38,102,3
MTN-00473,2026-05-04,EQ-0023,TECH-033,ECUST-0173,ERP-00473,Corrective Maintenance,Cancelled,Technician note for EQ-0023 on 2026-05-04.,AI summary: Corrective Maintenance on EQ-0023.,0.5717,12819.84,86,6
MTN-00474,2025-12-04,EQ-0024,TECH-034,ECUST-0174,ERP-00474,Condition-Based Maintenance,In Progress,Technician note for EQ-0024 on 2025-12-04.,AI summary: Condition-Based Maintenance on EQ-0024.,0.7624,9238.76,91,7
MTN-00475,2025-02-03,EQ-0025,TECH-035,ECUST-0175,ERP-00475,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0025 on 2025-02-03.,AI summary: Reliability-Centered Maintenance on EQ-0025.,0.0697,9303.5,1,0
MTN-00476,2025-06-05,EQ-0026,TECH-036,ECUST-0176,ERP-00476,Preventive Maintenance,Delayed,Technician note for EQ-0026 on 2025-06-05.,AI summary: Preventive Maintenance on EQ-0026.,0.2338,6585.75,146,6
MTN-00477,2026-04-25,EQ-0027,TECH-037,ECUST-0177,ERP-00477,Predictive Maintenance,Cancelled,Technician note for EQ-0027 on 2026-04-25.,AI summary: Predictive Maintenance on EQ-0027.,0.3587,1986.59,64,3
MTN-00478,2024-08-16,EQ-0028,TECH-038,ECUST-0178,ERP-00478,Corrective Maintenance,Completed,Technician note for EQ-0028 on 2024-08-16.,AI summary: Corrective Maintenance on EQ-0028.,0.1147,481.72,36,7
MTN-00479,2025-12-08,EQ-0029,TECH-039,ECUST-0179,ERP-00479,Condition-Based Maintenance,Delayed,Technician note for EQ-0029 on 2025-12-08.,AI summary: Condition-Based Maintenance on EQ-0029.,0.6354,7165.93,155,8
MTN-00480,2025-11-19,EQ-0030,TECH-040,ECUST-0180,ERP-00480,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0030 on 2025-11-19.,AI summary: Reliability-Centered Maintenance on EQ-0030.,0.9902,434.9,179,6
MTN-00481,2024-07-28,EQ-0031,TECH-001,ECUST-0181,ERP-00481,Preventive Maintenance,Cancelled,Technician note for EQ-0031 on 2024-07-28.,AI summary: Preventive Maintenance on EQ-0031.,0.6408,736.5,129,5
MTN-00482,2026-07-14,EQ-0032,TECH-002,ECUST-0182,ERP-00482,Predictive Maintenance,Delayed,Technician note for EQ-0032 on 2026-07-14.,AI summary: Predictive Maintenance on EQ-0032.,0.0174,4088.29,114,6
MTN-00483,2025-11-09,EQ-0033,TECH-003,ECUST-0183,ERP-00483,Corrective Maintenance,In Progress,Technician note for EQ-0033 on 2025-11-09.,AI summary: Corrective Maintenance on EQ-0033.,0.992,6074.27,17,6
MTN-00484,2025-09-26,EQ-0034,TECH-004,ECUST-0184,ERP-00484,Condition-Based Maintenance,Completed,Technician note for EQ-0034 on 2025-09-26.,AI summary: Condition-Based Maintenance on EQ-0034.,0.4553,4355.7,181,1
MTN-00485,2025-10-06,EQ-0035,TECH-005,ECUST-0185,ERP-00485,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0035 on 2025-10-06.,AI summary: Reliability-Centered Maintenance on EQ-0035.,0.1166,5174.36,191,4
MTN-00486,2024-07-21,EQ-0036,TECH-006,ECUST-0186,ERP-00486,Preventive Maintenance,Scheduled,Technician note for EQ-0036 on 2024-07-21.,AI summary: Preventive Maintenance on EQ-0036.,0.2354,13515.57,139,7
MTN-00487,2025-09-15,EQ-0037,TECH-007,ECUST-0187,ERP-00487,Predictive Maintenance,Scheduled,Technician note for EQ-0037 on 2025-09-15.,AI summary: Predictive Maintenance on EQ-0037.,0.2232,5462.2,175,3
MTN-00488,2025-09-20,EQ-0038,TECH-008,ECUST-0188,ERP-00488,Corrective Maintenance,In Progress,Technician note for EQ-0038 on 2025-09-20.,AI summary: Corrective Maintenance on EQ-0038.,0.4129,12863.95,35,0
MTN-00489,2025-12-08,EQ-0039,TECH-009,ECUST-0189,ERP-00489,Condition-Based Maintenance,Cancelled,Technician note for EQ-0039 on 2025-12-08.,AI summary: Condition-Based Maintenance on EQ-0039.,0.498,13721.82,45,6
MTN-00490,2025-12-01,EQ-0040,TECH-010,ECUST-0190,ERP-00490,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0040 on 2025-12-01.,AI summary: Reliability-Centered Maintenance on EQ-0040.,0.7941,163.02,46,4
MTN-00491,2026-06-12,EQ-0041,TECH-011,ECUST-0191,ERP-00491,Preventive Maintenance,Scheduled,Technician note for EQ-0041 on 2026-06-12.,AI summary: Preventive Maintenance on EQ-0041.,0.9246,2866.29,197,4
MTN-00492,2026-01-22,EQ-0042,TECH-012,ECUST-0192,ERP-00492,Predictive Maintenance,Delayed,Technician note for EQ-0042 on 2026-01-22.,AI summary: Predictive Maintenance on EQ-0042.,0.0876,10792.15,125,0
MTN-00493,2025-01-20,EQ-0043,TECH-013,ECUST-0193,ERP-00493,Corrective Maintenance,Cancelled,Technician note for EQ-0043 on 2025-01-20.,AI summary: Corrective Maintenance on EQ-0043.,0.3569,6105.18,167,5
MTN-00494,2025-09-25,EQ-0044,TECH-014,ECUST-0194,ERP-00494,Condition-Based Maintenance,Completed,Technician note for EQ-0044 on 2025-09-25.,AI summary: Condition-Based Maintenance on EQ-0044.,0.9307,899.95,117,8
MTN-00495,2025-08-24,EQ-0045,TECH-015,ECUST-0195,ERP-00495,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0045 on 2025-08-24.,AI summary: Reliability-Centered Maintenance on EQ-0045.,0.3359,759.69,55,6
MTN-00496,2025-07-24,EQ-0046,TECH-016,ECUST-0196,ERP-00496,Preventive Maintenance,Scheduled,Technician note for EQ-0046 on 2025-07-24.,AI summary: Preventive Maintenance on EQ-0046.,0.0703,243.5,130,5
MTN-00497,2025-08-17,EQ-0047,TECH-017,ECUST-0197,ERP-00497,Predictive Maintenance,Cancelled,Technician note for EQ-0047 on 2025-08-17.,AI summary: Predictive Maintenance on EQ-0047.,0.5754,594.39,134,0
MTN-00498,2025-08-17,EQ-0048,TECH-018,ECUST-0198,ERP-00498,Corrective Maintenance,Delayed,Technician note for EQ-0048 on 2025-08-17.,AI summary: Corrective Maintenance on EQ-0048.,0.8605,2921.94,122,7
MTN-00499,2025-07-07,EQ-0049,TECH-019,ECUST-0199,ERP-00499,Condition-Based Maintenance,Scheduled,Technician note for EQ-0049 on 2025-07-07.,AI summary: Condition-Based Maintenance on EQ-0049.,0.8097,3833.64,101,8
MTN-00500,2025-11-24,EQ-0050,TECH-020,ECUST-0200,ERP-00500,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0050 on 2025-11-24.,AI summary: Reliability-Centered Maintenance on EQ-0050.,0.6612,7856.27,111,7
MTN-00501,2026-06-19,EQ-0051,TECH-021,ECUST-0201,ERP-00501,Preventive Maintenance,Cancelled,Technician note for EQ-0051 on 2026-06-19.,AI summary: Preventive Maintenance on EQ-0051.,0.912,14804.38,96,8
MTN-00502,2025-01-07,EQ-0052,TECH-022,ECUST-0202,ERP-00502,Predictive Maintenance,Scheduled,Technician note for EQ-0052 on 2025-01-07.,AI summary: Predictive Maintenance on EQ-0052.,0.5435,6042.7,80,8
MTN-00503,2026-04-09,EQ-0053,TECH-023,ECUST-0203,ERP-00503,Corrective Maintenance,Completed,Technician note for EQ-0053 on 2026-04-09.,AI summary: Corrective Maintenance on EQ-0053.,0.0172,10524.31,18,0
MTN-00504,2025-02-17,EQ-0054,TECH-024,ECUST-0204,ERP-00504,Condition-Based Maintenance,Scheduled,Technician note for EQ-0054 on 2025-02-17.,AI summary: Condition-Based Maintenance on EQ-0054.,0.3839,11933.35,192,7
MTN-00505,2025-10-10,EQ-0055,TECH-025,ECUST-0205,ERP-00505,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0055 on 2025-10-10.,AI summary: Reliability-Centered Maintenance on EQ-0055.,0.2046,11465.53,160,2
MTN-00506,2025-02-02,EQ-0056,TECH-026,ECUST-0206,ERP-00506,Preventive Maintenance,Completed,Technician note for EQ-0056 on 2025-02-02.,AI summary: Preventive Maintenance on EQ-0056.,0.4566,901.89,189,4
MTN-00507,2025-03-30,EQ-0057,TECH-027,ECUST-0207,ERP-00507,Predictive Maintenance,Completed,Technician note for EQ-0057 on 2025-03-30.,AI summary: Predictive Maintenance on EQ-0057.,0.8269,3658.62,53,7
MTN-00508,2025-05-01,EQ-0058,TECH-028,ECUST-0208,ERP-00508,Corrective Maintenance,Delayed,Technician note for EQ-0058 on 2025-05-01.,AI summary: Corrective Maintenance on EQ-0058.,0.5366,3269.34,131,3
MTN-00509,2024-10-04,EQ-0059,TECH-029,ECUST-0209,ERP-00509,Condition-Based Maintenance,Cancelled,Technician note for EQ-0059 on 2024-10-04.,AI summary: Condition-Based Maintenance on EQ-0059.,0.5886,3821.16,6,4
MTN-00510,2025-11-16,EQ-0060,TECH-030,ECUST-0210,ERP-00510,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0060 on 2025-11-16.,AI summary: Reliability-Centered Maintenance on EQ-0060.,0.5797,6331.73,121,5
MTN-00511,2025-04-22,EQ-0061,TECH-031,ECUST-0211,ERP-00511,Preventive Maintenance,Completed,Technician note for EQ-0061 on 2025-04-22.,AI summary: Preventive Maintenance on EQ-0061.,0.8897,13619.07,143,6
MTN-00512,2025-09-17,EQ-0062,TECH-032,ECUST-0212,ERP-00512,Predictive Maintenance,Completed,Technician note for EQ-0062 on 2025-09-17.,AI summary: Predictive Maintenance on EQ-0062.,0.9232,6676.43,152,2
MTN-00513,2025-02-12,EQ-0063,TECH-033,ECUST-0213,ERP-00513,Corrective Maintenance,Cancelled,Technician note for EQ-0063 on 2025-02-12.,AI summary: Corrective Maintenance on EQ-0063.,0.9546,5506.93,122,6
MTN-00514,2024-08-26,EQ-0064,TECH-034,ECUST-0214,ERP-00514,Condition-Based Maintenance,Completed,Technician note for EQ-0064 on 2024-08-26.,AI summary: Condition-Based Maintenance on EQ-0064.,0.9316,6271.12,34,7
MTN-00515,2025-05-16,EQ-0065,TECH-035,ECUST-0215,ERP-00515,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0065 on 2025-05-16.,AI summary: Reliability-Centered Maintenance on EQ-0065.,0.811,11045.44,166,8
MTN-00516,2026-01-03,EQ-0066,TECH-036,ECUST-0216,ERP-00516,Preventive Maintenance,In Progress,Technician note for EQ-0066 on 2026-01-03.,AI summary: Preventive Maintenance on EQ-0066.,0.3378,4580.49,52,2
MTN-00517,2024-11-14,EQ-0067,TECH-037,ECUST-0217,ERP-00517,Predictive Maintenance,Cancelled,Technician note for EQ-0067 on 2024-11-14.,AI summary: Predictive Maintenance on EQ-0067.,0.3971,727.05,163,7
MTN-00518,2025-10-29,EQ-0068,TECH-038,ECUST-0218,ERP-00518,Corrective Maintenance,Delayed,Technician note for EQ-0068 on 2025-10-29.,AI summary: Corrective Maintenance on EQ-0068.,0.8882,11629.56,99,6
MTN-00519,2026-06-18,EQ-0069,TECH-039,ECUST-0219,ERP-00519,Condition-Based Maintenance,Delayed,Technician note for EQ-0069 on 2026-06-18.,AI summary: Condition-Based Maintenance on EQ-0069.,0.7929,12977.72,155,7
MTN-00520,2025-05-24,EQ-0070,TECH-040,ECUST-0220,ERP-00520,Reliability-Centered Maintenance,Completed,Technician note for EQ-0070 on 2025-05-24.,AI summary: Reliability-Centered Maintenance on EQ-0070.,0.1748,5133.03,160,1
MTN-00521,2025-07-03,EQ-0071,TECH-001,ECUST-0221,ERP-00521,Preventive Maintenance,Cancelled,Technician note for EQ-0071 on 2025-07-03.,AI summary: Preventive Maintenance on EQ-0071.,0.4509,2517.95,100,0
MTN-00522,2026-03-12,EQ-0072,TECH-002,ECUST-0222,ERP-00522,Predictive Maintenance,Scheduled,Technician note for EQ-0072 on 2026-03-12.,AI summary: Predictive Maintenance on EQ-0072.,0.0109,2852.39,189,5
MTN-00523,2024-08-18,EQ-0073,TECH-003,ECUST-0223,ERP-00523,Corrective Maintenance,Completed,Technician note for EQ-0073 on 2024-08-18.,AI summary: Corrective Maintenance on EQ-0073.,0.1629,3248.37,23,6
MTN-00524,2024-07-28,EQ-0074,TECH-004,ECUST-0224,ERP-00524,Condition-Based Maintenance,Scheduled,Technician note for EQ-0074 on 2024-07-28.,AI summary: Condition-Based Maintenance on EQ-0074.,0.8393,6040.15,75,3
MTN-00525,2024-08-06,EQ-0075,TECH-005,ECUST-0225,ERP-00525,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0075 on 2024-08-06.,AI summary: Reliability-Centered Maintenance on EQ-0075.,0.4768,13391.1,165,3
MTN-00526,2025-10-07,EQ-0076,TECH-006,ECUST-0226,ERP-00526,Preventive Maintenance,Scheduled,Technician note for EQ-0076 on 2025-10-07.,AI summary: Preventive Maintenance on EQ-0076.,0.1348,11887.47,79,2
MTN-00527,2025-04-17,EQ-0077,TECH-007,ECUST-0227,ERP-00527,Predictive Maintenance,Delayed,Technician note for EQ-0077 on 2025-04-17.,AI summary: Predictive Maintenance on EQ-0077.,0.6608,10884.56,127,6
MTN-00528,2025-09-07,EQ-0078,TECH-008,ECUST-0228,ERP-00528,Corrective Maintenance,In Progress,Technician note for EQ-0078 on 2025-09-07.,AI summary: Corrective Maintenance on EQ-0078.,0.8647,6740.36,148,5
MTN-00529,2025-02-02,EQ-0079,TECH-009,ECUST-0229,ERP-00529,Condition-Based Maintenance,Cancelled,Technician note for EQ-0079 on 2025-02-02.,AI summary: Condition-Based Maintenance on EQ-0079.,0.997,4590.14,46,4
MTN-00530,2025-05-22,EQ-0080,TECH-010,ECUST-0230,ERP-00530,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0080 on 2025-05-22.,AI summary: Reliability-Centered Maintenance on EQ-0080.,0.9289,11919.37,181,8
MTN-00531,2025-01-18,EQ-0081,TECH-011,ECUST-0231,ERP-00531,Preventive Maintenance,Completed,Technician note for EQ-0081 on 2025-01-18.,AI summary: Preventive Maintenance on EQ-0081.,0.784,6809.92,93,1
MTN-00532,2026-03-27,EQ-0082,TECH-012,ECUST-0232,ERP-00532,Predictive Maintenance,In Progress,Technician note for EQ-0082 on 2026-03-27.,AI summary: Predictive Maintenance on EQ-0082.,0.5178,4247.29,133,4
MTN-00533,2025-01-05,EQ-0083,TECH-013,ECUST-0233,ERP-00533,Corrective Maintenance,Cancelled,Technician note for EQ-0083 on 2025-01-05.,AI summary: Corrective Maintenance on EQ-0083.,0.3625,14258.0,187,8
MTN-00534,2024-10-03,EQ-0084,TECH-014,ECUST-0234,ERP-00534,Condition-Based Maintenance,Scheduled,Technician note for EQ-0084 on 2024-10-03.,AI summary: Condition-Based Maintenance on EQ-0084.,0.2594,8193.6,28,3
MTN-00535,2025-03-21,EQ-0085,TECH-015,ECUST-0235,ERP-00535,Reliability-Centered Maintenance,Completed,Technician note for EQ-0085 on 2025-03-21.,AI summary: Reliability-Centered Maintenance on EQ-0085.,0.9668,5736.55,173,8
MTN-00536,2025-03-09,EQ-0086,TECH-016,ECUST-0236,ERP-00536,Preventive Maintenance,In Progress,Technician note for EQ-0086 on 2025-03-09.,AI summary: Preventive Maintenance on EQ-0086.,0.6803,1717.42,184,8
MTN-00537,2025-09-24,EQ-0087,TECH-017,ECUST-0237,ERP-00537,Predictive Maintenance,Cancelled,Technician note for EQ-0087 on 2025-09-24.,AI summary: Predictive Maintenance on EQ-0087.,0.3977,10917.94,87,5
MTN-00538,2024-09-19,EQ-0088,TECH-018,ECUST-0238,ERP-00538,Corrective Maintenance,Scheduled,Technician note for EQ-0088 on 2024-09-19.,AI summary: Corrective Maintenance on EQ-0088.,0.6321,8395.42,72,1
MTN-00539,2025-05-25,EQ-0089,TECH-019,ECUST-0239,ERP-00539,Condition-Based Maintenance,Delayed,Technician note for EQ-0089 on 2025-05-25.,AI summary: Condition-Based Maintenance on EQ-0089.,0.8806,5643.36,186,7
MTN-00540,2026-07-16,EQ-0090,TECH-020,ECUST-0240,ERP-00540,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0090 on 2026-07-16.,AI summary: Reliability-Centered Maintenance on EQ-0090.,0.2286,10299.1,128,8
MTN-00541,2024-08-10,EQ-0091,TECH-021,ECUST-0241,ERP-00541,Preventive Maintenance,Cancelled,Technician note for EQ-0091 on 2024-08-10.,AI summary: Preventive Maintenance on EQ-0091.,0.8056,929.43,174,4
MTN-00542,2025-03-12,EQ-0092,TECH-022,ECUST-0242,ERP-00542,Predictive Maintenance,Completed,Technician note for EQ-0092 on 2025-03-12.,AI summary: Predictive Maintenance on EQ-0092.,0.0451,7152.44,171,8
MTN-00543,2025-01-02,EQ-0093,TECH-023,ECUST-0243,ERP-00543,Corrective Maintenance,Delayed,Technician note for EQ-0093 on 2025-01-02.,AI summary: Corrective Maintenance on EQ-0093.,0.1508,9818.9,167,0
MTN-00544,2026-06-10,EQ-0094,TECH-024,ECUST-0244,ERP-00544,Condition-Based Maintenance,In Progress,Technician note for EQ-0094 on 2026-06-10.,AI summary: Condition-Based Maintenance on EQ-0094.,0.6175,3983.88,147,8
MTN-00545,2024-07-11,EQ-0095,TECH-025,ECUST-0245,ERP-00545,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0095 on 2024-07-11.,AI summary: Reliability-Centered Maintenance on EQ-0095.,0.6202,10536.86,157,3
MTN-00546,2026-04-13,EQ-0096,TECH-026,ECUST-0246,ERP-00546,Preventive Maintenance,Scheduled,Technician note for EQ-0096 on 2026-04-13.,AI summary: Preventive Maintenance on EQ-0096.,0.8293,1912.1,25,0
MTN-00547,2025-04-26,EQ-0097,TECH-027,ECUST-0247,ERP-00547,Predictive Maintenance,In Progress,Technician note for EQ-0097 on 2025-04-26.,AI summary: Predictive Maintenance on EQ-0097.,0.8714,12591.1,6,2
MTN-00548,2025-05-10,EQ-0098,TECH-028,ECUST-0248,ERP-00548,Corrective Maintenance,Completed,Technician note for EQ-0098 on 2025-05-10.,AI summary: Corrective Maintenance on EQ-0098.,0.5008,2235.67,182,1
MTN-00549,2025-05-13,EQ-0099,TECH-029,ECUST-0249,ERP-00549,Condition-Based Maintenance,Cancelled,Technician note for EQ-0099 on 2025-05-13.,AI summary: Condition-Based Maintenance on EQ-0099.,0.3497,9905.8,191,4
MTN-00550,2026-01-28,EQ-0100,TECH-030,ECUST-0250,ERP-00550,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0100 on 2026-01-28.,AI summary: Reliability-Centered Maintenance on EQ-0100.,0.6003,8257.46,13,5
MTN-00551,2025-01-13,EQ-0101,TECH-031,ECUST-0251,ERP-00551,Preventive Maintenance,Scheduled,Technician note for EQ-0101 on 2025-01-13.,AI summary: Preventive Maintenance on EQ-0101.,0.8403,2998.25,42,7
MTN-00552,2024-10-10,EQ-0102,TECH-032,ECUST-0252,ERP-00552,Predictive Maintenance,In Progress,Technician note for EQ-0102 on 2024-10-10.,AI summary: Predictive Maintenance on EQ-0102.,0.9267,13927.98,182,1
MTN-00553,2024-12-02,EQ-0103,TECH-033,ECUST-0253,ERP-00553,Corrective Maintenance,Cancelled,Technician note for EQ-0103 on 2024-12-02.,AI summary: Corrective Maintenance on EQ-0103.,0.3688,10378.12,29,3
MTN-00554,2025-12-25,EQ-0104,TECH-034,ECUST-0254,ERP-00554,Condition-Based Maintenance,In Progress,Technician note for EQ-0104 on 2025-12-25.,AI summary: Condition-Based Maintenance on EQ-0104.,0.0514,7450.06,95,2
MTN-00555,2026-03-22,EQ-0105,TECH-035,ECUST-0255,ERP-00555,Reliability-Centered Maintenance,Completed,Technician note for EQ-0105 on 2026-03-22.,AI summary: Reliability-Centered Maintenance on EQ-0105.,0.3605,5392.67,172,0
MTN-00556,2025-04-10,EQ-0106,TECH-036,ECUST-0256,ERP-00556,Preventive Maintenance,Completed,Technician note for EQ-0106 on 2025-04-10.,AI summary: Preventive Maintenance on EQ-0106.,0.8119,12382.39,91,1
MTN-00557,2025-12-03,EQ-0107,TECH-037,ECUST-0257,ERP-00557,Predictive Maintenance,Cancelled,Technician note for EQ-0107 on 2025-12-03.,AI summary: Predictive Maintenance on EQ-0107.,0.8743,11214.0,200,3
MTN-00558,2025-02-18,EQ-0108,TECH-038,ECUST-0258,ERP-00558,Corrective Maintenance,Delayed,Technician note for EQ-0108 on 2025-02-18.,AI summary: Corrective Maintenance on EQ-0108.,0.2325,14615.36,62,1
MTN-00559,2025-08-16,EQ-0109,TECH-039,ECUST-0259,ERP-00559,Condition-Based Maintenance,Scheduled,Technician note for EQ-0109 on 2025-08-16.,AI summary: Condition-Based Maintenance on EQ-0109.,0.6913,1146.8,76,3
MTN-00560,2025-03-03,EQ-0110,TECH-040,ECUST-0260,ERP-00560,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0110 on 2025-03-03.,AI summary: Reliability-Centered Maintenance on EQ-0110.,0.3166,12396.36,192,2
MTN-00561,2024-08-20,EQ-0111,TECH-001,ECUST-0261,ERP-00561,Preventive Maintenance,Cancelled,Technician note for EQ-0111 on 2024-08-20.,AI summary: Preventive Maintenance on EQ-0111.,0.2097,1194.22,95,4
MTN-00562,2026-02-03,EQ-0112,TECH-002,ECUST-0262,ERP-00562,Predictive Maintenance,Delayed,Technician note for EQ-0112 on 2026-02-03.,AI summary: Predictive Maintenance on EQ-0112.,0.5266,11749.2,192,4
MTN-00563,2026-05-22,EQ-0113,TECH-003,ECUST-0263,ERP-00563,Corrective Maintenance,Scheduled,Technician note for EQ-0113 on 2026-05-22.,AI summary: Corrective Maintenance on EQ-0113.,0.359,5617.68,101,7
MTN-00564,2026-01-15,EQ-0114,TECH-004,ECUST-0264,ERP-00564,Condition-Based Maintenance,Scheduled,Technician note for EQ-0114 on 2026-01-15.,AI summary: Condition-Based Maintenance on EQ-0114.,0.2568,8563.15,62,6
MTN-00565,2024-11-20,EQ-0115,TECH-005,ECUST-0265,ERP-00565,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0115 on 2024-11-20.,AI summary: Reliability-Centered Maintenance on EQ-0115.,0.7671,7136.62,114,3
MTN-00566,2025-01-28,EQ-0116,TECH-006,ECUST-0266,ERP-00566,Preventive Maintenance,Delayed,Technician note for EQ-0116 on 2025-01-28.,AI summary: Preventive Maintenance on EQ-0116.,0.3142,10505.28,130,3
MTN-00567,2024-10-29,EQ-0117,TECH-007,ECUST-0267,ERP-00567,Predictive Maintenance,In Progress,Technician note for EQ-0117 on 2024-10-29.,AI summary: Predictive Maintenance on EQ-0117.,0.4368,7645.94,32,8
MTN-00568,2025-02-25,EQ-0118,TECH-008,ECUST-0268,ERP-00568,Corrective Maintenance,In Progress,Technician note for EQ-0118 on 2025-02-25.,AI summary: Corrective Maintenance on EQ-0118.,0.83,4901.0,113,4
MTN-00569,2026-07-01,EQ-0119,TECH-009,ECUST-0269,ERP-00569,Condition-Based Maintenance,Cancelled,Technician note for EQ-0119 on 2026-07-01.,AI summary: Condition-Based Maintenance on EQ-0119.,0.7574,6646.68,43,0
MTN-00570,2024-10-01,EQ-0120,TECH-010,ECUST-0270,ERP-00570,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0120 on 2024-10-01.,AI summary: Reliability-Centered Maintenance on EQ-0120.,0.7484,12780.86,81,3
MTN-00571,2024-07-12,EQ-0121,TECH-011,ECUST-0271,ERP-00571,Preventive Maintenance,In Progress,Technician note for EQ-0121 on 2024-07-12.,AI summary: Preventive Maintenance on EQ-0121.,0.5926,5419.16,20,3
MTN-00572,2026-03-30,EQ-0122,TECH-012,ECUST-0272,ERP-00572,Predictive Maintenance,Completed,Technician note for EQ-0122 on 2026-03-30.,AI summary: Predictive Maintenance on EQ-0122.,0.3606,6694.34,134,0
MTN-00573,2024-08-02,EQ-0123,TECH-013,ECUST-0273,ERP-00573,Corrective Maintenance,Cancelled,Technician note for EQ-0123 on 2024-08-02.,AI summary: Corrective Maintenance on EQ-0123.,0.7388,9682.13,27,6
MTN-00574,2025-01-09,EQ-0124,TECH-014,ECUST-0274,ERP-00574,Condition-Based Maintenance,Scheduled,Technician note for EQ-0124 on 2025-01-09.,AI summary: Condition-Based Maintenance on EQ-0124.,0.4467,10589.56,149,0
MTN-00575,2025-07-11,EQ-0125,TECH-015,ECUST-0275,ERP-00575,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0125 on 2025-07-11.,AI summary: Reliability-Centered Maintenance on EQ-0125.,0.0899,12554.65,85,1
MTN-00576,2025-12-11,EQ-0126,TECH-016,ECUST-0276,ERP-00576,Preventive Maintenance,In Progress,Technician note for EQ-0126 on 2025-12-11.,AI summary: Preventive Maintenance on EQ-0126.,0.1689,2573.8,108,4
MTN-00577,2025-01-05,EQ-0127,TECH-017,ECUST-0277,ERP-00577,Predictive Maintenance,Cancelled,Technician note for EQ-0127 on 2025-01-05.,AI summary: Predictive Maintenance on EQ-0127.,0.3414,2207.5,124,3
MTN-00578,2025-05-18,EQ-0128,TECH-018,ECUST-0278,ERP-00578,Corrective Maintenance,Scheduled,Technician note for EQ-0128 on 2025-05-18.,AI summary: Corrective Maintenance on EQ-0128.,0.3964,12216.09,119,6
MTN-00579,2026-07-09,EQ-0129,TECH-019,ECUST-0279,ERP-00579,Condition-Based Maintenance,Scheduled,Technician note for EQ-0129 on 2026-07-09.,AI summary: Condition-Based Maintenance on EQ-0129.,0.8697,7417.24,27,2
MTN-00580,2025-07-21,EQ-0130,TECH-020,ECUST-0280,ERP-00580,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0130 on 2025-07-21.,AI summary: Reliability-Centered Maintenance on EQ-0130.,0.8234,6043.7,115,2
MTN-00581,2025-06-11,EQ-0131,TECH-021,ECUST-0281,ERP-00581,Preventive Maintenance,Cancelled,Technician note for EQ-0131 on 2025-06-11.,AI summary: Preventive Maintenance on EQ-0131.,0.7535,14604.7,43,6
MTN-00582,2025-03-29,EQ-0132,TECH-022,ECUST-0282,ERP-00582,Predictive Maintenance,Completed,Technician note for EQ-0132 on 2025-03-29.,AI summary: Predictive Maintenance on EQ-0132.,0.5328,4876.95,101,2
MTN-00583,2025-05-17,EQ-0133,TECH-023,ECUST-0283,ERP-00583,Corrective Maintenance,Delayed,Technician note for EQ-0133 on 2025-05-17.,AI summary: Corrective Maintenance on EQ-0133.,0.441,1643.46,81,0
MTN-00584,2025-06-17,EQ-0134,TECH-024,ECUST-0284,ERP-00584,Condition-Based Maintenance,Scheduled,Technician note for EQ-0134 on 2025-06-17.,AI summary: Condition-Based Maintenance on EQ-0134.,0.6815,14014.94,11,6
