record_id,order_id,customer_id,product_id,order_date,order_total,product_price,inventory_level,customer_segment,order_status,product_category,product_subcategory,customer_ltv,order_frequency,average_order_value,product_rating,product_review_count,price_optimization_flag,price_elasticity,demand_forecast,inventory_turnover,stockout_rate,overstock_rate,revenue_growth_rate,customer_satisfaction_rate,price_optimization_date,price_optimization_result,price_optimization_recommendation
CPG-00093,ORD-00093,CUST-00093,PROD-00093,2024-07-10,67.36,15.47,305,High-Value,Pending,Snacks,Salty Snacks,2118.53,6,374.89,3.69,343,TRUE,2.4932,3253,9.5615,0.027947,0.149801,0.397833,0.644733,2024-06-03,Implemented,Increase price
CPG-00094,ORD-00094,CUST-00094,PROD-00094,2024-07-13,517.65,28.35,4450,Low-Value,Cancelled,Snacks,Salty Snacks,2494.87,5,343.4,1.38,181,FALSE,0.7548,923,4.3029,0.109668,0.129657,0.274879,0.507042,2024-06-24,Pending Review,Hold price
CPG-00095,ORD-00095,CUST-00095,PROD-00095,2024-09-20,685.2,54.03,3503,Low-Value,Pending,Snacks,Salty Snacks,1673.24,13,274.32,1.61,448,TRUE,2.456,3912,4.2214,0.037207,0.052157,-0.111583,0.876878,2024-08-10,Pending Review,Hold price
CPG-00096,ORD-00096,CUST-00096,PROD-00096,2024-09-24,522.0,15.71,968,Medium-Value,Pending,Snacks,Salty Snacks,1568.69,13,280.71,1.92,194,FALSE,1.7567,2417,4.7268,0.033127,0.191472,0.082546,0.727489,2024-08-10,Rejected,Hold price
CPG-00097,ORD-00097,CUST-00097,PROD-00097,2024-08-12,501.07,40.52,1789,High-Value,Pending,Snacks,Salty Snacks,3417.69,20,351.79,2.65,285,TRUE,1.3612,4327,8.5933,0.011715,0.112834,-0.250594,0.773825,2024-10-02,Rejected,Decrease price
CPG-00098,ORD-00098,CUST-00098,PROD-00098,2024-09-21,489.94,27.63,1682,Low-Value,Cancelled,Snacks,Salty Snacks,2936.58,3,361.58,1.58,447,FALSE,2.0409,3715,2.0174,0.062314,0.112782,0.147038,0.836384,2024-10-24,Pending Review,Increase price
CPG-00099,ORD-00099,CUST-00099,PROD-00099,2024-08-07,737.56,4.63,2822,Low-Value,Shipped,Snacks,Salty Snacks,365.61,2,375.14,3.61,306,TRUE,2.4667,3868,0.865,0.06133,0.153794,0.312662,0.989167,2024-08-02,Rejected,Bundle with promotion
CPG-00100,ORD-00100,CUST-00100,PROD-00100,2024-08-01,411.96,6.65,4417,High-Value,Shipped,Snacks,Salty Snacks,3284.99,12,65.08,4.21,203,FALSE,1.3692,1825,10.1004,0.113427,0.195698,0.070403,0.859547,2024-08-25,Pending Review,Bundle with promotion
CPG-00101,ORD-00101,CUST-00101,PROD-00101,2024-11-24,218.25,12.93,924,High-Value,Cancelled,Snacks,Salty Snacks,4056.92,14,253.67,2.61,89,TRUE,0.6776,552,1.6603,0.005036,0.119557,0.262629,0.524338,2024-12-11,Rejected,Increase price
CPG-00102,ORD-00102,CUST-00102,PROD-00102,2024-08-08,222.39,5.27,4127,Medium-Value,Shipped,Snacks,Salty Snacks,1209.1,24,238.92,1.76,452,FALSE,0.6686,1174,11.8355,0.078188,0.082712,-0.079877,0.778359,2024-09-26,Rejected,Decrease price
CPG-00103,ORD-00103,CUST-00103,PROD-00103,2024-10-05,393.07,40.94,4296,Medium-Value,Pending,Snacks,Salty Snacks,3496.73,14,76.7,2.73,186,FALSE,0.5413,4407,5.9455,0.127401,0.060147,0.266061,0.902888,2024-08-24,Implemented,Bundle with promotion
CPG-00104,ORD-00104,CUST-00104,PROD-00104,2024-12-31,508.2,13.79,647,Medium-Value,Shipped,Snacks,Salty Snacks,4243.31,3,223.54,1.47,134,TRUE,0.2237,3090,8.2472,0.090438,0.174724,-0.149469,0.880848,2024-12-14,Rejected,Decrease price
CPG-00105,ORD-00105,CUST-00105,PROD-00105,2024-08-28,784.48,2.89,1556,Low-Value,Delivered,Snacks,Salty Snacks,630.72,16,367.49,2.17,499,TRUE,1.0519,1961,6.8489,0.116327,0.076132,0.12692,0.67963,2024-10-25,Pending Review,Hold price
CPG-00106,ORD-00106,CUST-00106,PROD-00106,2024-09-06,427.41,46.17,2623,High-Value,Shipped,Snacks,Salty Snacks,1884.99,14,37.37,3.81,379,TRUE,1.879,133,3.4989,0.140214,0.115829,0.034062,0.576206,2024-10-06,Pending Review,Decrease price
CPG-00107,ORD-00107,CUST-00107,PROD-00107,2024-08-03,752.53,41.72,2108,Medium-Value,Pending,Snacks,Salty Snacks,4834.22,21,301.05,2.75,345,FALSE,0.5038,2886,2.4466,0.108047,0.097663,0.43352,0.771068,2024-10-02,Rejected,Increase price
CPG-00108,ORD-00108,CUST-00108,PROD-00108,2024-09-09,44.93,40.76,52,Medium-Value,Cancelled,Snacks,Salty Snacks,730.58,21,107.94,3.96,493,TRUE,0.1219,4143,5.7441,0.009068,0.127546,0.447123,0.956376,2024-10-31,Rejected,Bundle with promotion
CPG-00109,ORD-00109,CUST-00109,PROD-00109,2024-05-02,486.01,43.89,4388,Medium-Value,Delivered,Snacks,Salty Snacks,134.86,23,276.13,2.44,18,TRUE,0.3568,790,6.5304,0.036145,0.123956,-0.098065,0.677221,2024-03-29,Pending Review,Increase price
CPG-00110,ORD-00110,CUST-00110,PROD-00110,2024-08-01,421.21,19.4,660,Low-Value,Shipped,Snacks,Salty Snacks,4958.79,21,308.64,1.85,366,TRUE,1.0727,3090,6.8561,0.008417,0.00189,-0.162893,0.749929,2024-07-17,Pending Review,Hold price
CPG-00111,ORD-00111,CUST-00111,PROD-00111,2024-09-19,806.89,54.27,4643,Medium-Value,Delivered,Snacks,Salty Snacks,1391.92,3,280.08,4.22,127,FALSE,2.2583,4617,8.0683,0.026903,0.170086,-0.287474,0.603579,2024-10-02,Implemented,Bundle with promotion
CPG-00112,ORD-00112,CUST-00112,PROD-00112,2024-12-21,279.86,51.27,4428,Medium-Value,Delivered,Snacks,Salty Snacks,1950.04,24,73.18,2.97,300,TRUE,1.3019,2834,1.1175,0.065563,0.167735,-0.027526,0.884503,2025-02-12,Rejected,Bundle with promotion
CPG-00113,ORD-00113,CUST-00113,PROD-00113,2024-11-12,303.84,30.46,2914,Low-Value,Cancelled,Snacks,Salty Snacks,4708.66,14,90.58,3.22,411,FALSE,0.3057,2420,9.6776,0.106966,0.016408,-0.176623,0.855839,2024-12-10,Rejected,Decrease price
CPG-00114,ORD-00114,CUST-00114,PROD-00114,2024-11-03,295.26,27.79,2209,High-Value,Shipped,Snacks,Salty Snacks,705.91,6,183.77,1.37,12,FALSE,0.3479,735,4.57,0.01396,0.119609,-0.040456,0.692619,2024-10-14,Pending Review,Bundle with promotion
CPG-00115,ORD-00115,CUST-00115,PROD-00115,2024-08-05,704.56,59.58,1988,Low-Value,Cancelled,Snacks,Salty Snacks,2629.47,22,164.68,3.54,296,TRUE,0.7454,2199,6.1709,0.00949,0.086935,0.036882,0.742116,2024-10-01,Implemented,Hold price
CPG-00116,ORD-00116,CUST-00116,PROD-00116,2024-07-01,850.64,37.77,3750,High-Value,Cancelled,Snacks,Salty Snacks,720.67,1,380.55,3.52,263,FALSE,2.1199,3113,9.7469,0.049431,0.066947,0.35238,0.929754,2024-08-08,Rejected,Decrease price
CPG-00117,ORD-00117,CUST-00117,PROD-00117,2024-07-13,298.79,20.22,3262,Medium-Value,Cancelled,Snacks,Salty Snacks,1492.67,23,260.5,4.32,112,TRUE,0.8821,2297,9.8897,0.05894,0.022778,0.15108,0.796114,2024-06-12,Rejected,Decrease price
CPG-00118,ORD-00118,CUST-00118,PROD-00118,2024-10-19,38.82,48.27,566,Medium-Value,Pending,Snacks,Salty Snacks,3381.24,5,260.67,4.89,4,TRUE,0.7064,1263,8.7252,0.118362,0.014793,0.49256,0.739617,2024-09-20,Pending Review,Bundle with promotion
CPG-00119,ORD-00119,CUST-00119,PROD-00119,2024-09-14,714.79,33.14,696,High-Value,Delivered,Snacks,Salty Snacks,3856.32,22,272.58,2.26,468,TRUE,1.6528,363,6.977,0.096755,0.129349,0.473449,0.665798,2024-07-24,Pending Review,Increase price
CPG-00120,ORD-00120,CUST-00120,PROD-00120,2024-04-30,243.98,35.67,4712,High-Value,Delivered,Snacks,Salty Snacks,2256.6,13,195.96,2.79,275,TRUE,0.9279,202,6.0519,0.044315,0.18411,-0.231316,0.915659,2024-06-04,Rejected,Decrease price
CPG-00121,ORD-00121,CUST-00121,PROD-00121,2024-07-26,318.61,22.2,799,Medium-Value,Shipped,Snacks,Salty Snacks,3623.87,15,141.19,3.74,276,FALSE,0.2072,943,0.7597,0.051462,0.021873,0.34004,0.964961,2024-08-25,Rejected,Decrease price
CPG-00122,ORD-00122,CUST-00122,PROD-00122,2024-09-07,503.44,15.45,3318,Low-Value,Delivered,Snacks,Salty Snacks,963.04,21,269.78,2.16,228,FALSE,0.1701,1617,5.6701,0.064433,0.00089,-0.128163,0.639172,2024-08-08,Rejected,Increase price
CPG-00123,ORD-00123,CUST-00123,PROD-00123,2024-09-22,722.56,13.43,933,Medium-Value,Delivered,Snacks,Salty Snacks,3369.97,16,220.53,2.88,197,FALSE,1.5327,3216,7.2506,0.052189,0.169104,0.19389,0.906869,2024-09-01,Rejected,Hold price
CPG-00124,ORD-00124,CUST-00124,PROD-00124,2024-12-19,558.82,8.84,2501,High-Value,Cancelled,Snacks,Salty Snacks,956.07,23,73.72,1.3,78,FALSE,1.1038,1130,7.1103,0.063456,0.097334,0.129903,0.95958,2024-11-28,Implemented,Decrease price
CPG-00125,ORD-00125,CUST-00125,PROD-00125,2024-08-31,270.62,37.93,2941,High-Value,Cancelled,Snacks,Salty Snacks,2448.81,7,329.78,1.65,441,FALSE,1.0819,4029,5.2798,0.125984,0.09774,-0.233863,0.51543,2024-08-02,Implemented,Hold price
CPG-00126,ORD-00126,CUST-00126,PROD-00126,2024-05-06,258.24,28.52,4057,Low-Value,Cancelled,Snacks,Salty Snacks,2578.49,19,63.4,2.88,96,FALSE,1.4009,341,9.24,0.066205,0.043708,0.040124,0.867994,2024-06-24,Rejected,Decrease price
CPG-00127,ORD-00127,CUST-00127,PROD-00127,2024-07-13,413.01,27.47,961,High-Value,Delivered,Snacks,Salty Snacks,1088.9,24,243.41,2.22,428,FALSE,2.1665,5000,7.7769,0.024897,0.027847,-0.134704,0.603471,2024-07-07,Implemented,Hold price
CPG-00128,ORD-00128,CUST-00128,PROD-00128,2024-09-11,543.22,18.78,2190,Low-Value,Shipped,Snacks,Salty Snacks,4928.17,22,329.77,1.59,370,TRUE,2.4107,3372,11.0658,0.148873,0.17341,-0.198489,0.933039,2024-08-23,Implemented,Decrease price
CPG-00129,ORD-00129,CUST-00129,PROD-00129,2024-10-27,748.21,30.39,4730,Low-Value,Shipped,Snacks,Salty Snacks,1380.15,14,162.57,3.67,356,TRUE,1.6207,763,5.1328,0.11247,0.138941,0.401854,0.727348,2024-10-01,Pending Review,Hold price
CPG-00130,ORD-00130,CUST-00130,PROD-00130,2024-09-23,783.98,58.38,2934,High-Value,Delivered,Snacks,Salty Snacks,3988.61,13,102.78,3.97,57,FALSE,2.0796,4053,3.5882,0.124252,0.067551,0.162347,0.783071,2024-08-07,Pending Review,Hold price
CPG-00131,ORD-00131,CUST-00131,PROD-00131,2024-12-12,619.06,47.47,3764,High-Value,Cancelled,Snacks,Salty Snacks,664.97,6,187.69,1.17,60,TRUE,2.4804,3505,2.8267,0.103289,0.026383,0.219998,0.579489,2024-11-01,Pending Review,Increase price
CPG-00132,ORD-00132,CUST-00132,PROD-00132,2024-10-12,236.59,11.6,3246,Low-Value,Shipped,Snacks,Salty Snacks,1562.27,23,306.99,2.3,472,FALSE,1.6732,780,0.5125,0.071521,0.02654,-0.119047,0.839991,2024-08-31,Implemented,Increase price
CPG-00133,ORD-00133,CUST-00133,PROD-00133,2024-10-23,738.14,9.67,580,High-Value,Shipped,Snacks,Salty Snacks,1946.2,24,326.26,4.46,226,TRUE,0.852,2452,2.077,0.116019,0.150632,-0.193483,0.99647,2024-09-08,Implemented,Increase price
CPG-00134,ORD-00134,CUST-00134,PROD-00134,2024-09-10,22.5,43.9,1240,Medium-Value,Pending,Snacks,Salty Snacks,3099.58,15,346.79,3.28,235,TRUE,2.2518,1147,9.1531,0.088436,0.076806,0.470599,0.657252,2024-10-02,Implemented,Decrease price
CPG-00135,ORD-00135,CUST-00135,PROD-00135,2024-07-07,89.56,37.24,219,Low-Value,Pending,Snacks,Salty Snacks,4385.34,7,216.74,2.94,317,TRUE,1.8948,2422,7.931,0.11757,0.158756,-0.108527,0.692943,2024-05-21,Implemented,Bundle with promotion
CPG-00136,ORD-00136,CUST-00136,PROD-00136,2024-10-08,540.63,56.17,1081,Medium-Value,Cancelled,Snacks,Salty Snacks,4311.03,19,179.93,2.85,16,TRUE,1.9305,598,0.6919,0.01013,0.052437,-0.268139,0.530234,2024-10-31,Pending Review,Hold price
CPG-00137,ORD-00137,CUST-00137,PROD-00137,2024-10-05,458.43,6.78,4395,Low-Value,Pending,Snacks,Salty Snacks,3099.43,9,51.77,2.45,369,TRUE,1.3271,1665,11.7046,0.023307,0.06535,0.16915,0.881612,2024-09-09,Rejected,Increase price
CPG-00138,ORD-00138,CUST-00138,PROD-00138,2024-07-16,402.18,16.18,3559,High-Value,Pending,Snacks,Salty Snacks,2294.19,20,40.91,4.34,132,TRUE,0.3867,1125,8.5672,0.024575,0.190603,0.118404,0.891494,2024-07-19,Rejected,Hold price
CPG-00139,ORD-00139,CUST-00139,PROD-00139,2024-06-09,127.33,53.41,240,Medium-Value,Shipped,Snacks,Salty Snacks,4045.18,9,219.06,3.73,147,FALSE,1.8096,4724,7.7166,0.074422,0.102156,-0.255649,0.92968,2024-04-23,Implemented,Hold price
CPG-00140,ORD-00140,CUST-00140,PROD-00140,2024-06-07,699.4,8.69,4168,High-Value,Shipped,Snacks,Salty Snacks,267.99,1,112.93,4.13,355,FALSE,0.9735,1230,2.5581,0.144051,0.007073,0.342492,0.85701,2024-07-23,Rejected,Bundle with promotion
CPG-00141,ORD-00141,CUST-00141,PROD-00141,2024-06-24,299.79,17.73,638,Low-Value,Cancelled,Snacks,Salty Snacks,1895.4,17,275.86,2.46,378,TRUE,0.5304,4226,11.7863,0.143112,0.013785,0.072075,0.641153,2024-06-03,Pending Review,Hold price
CPG-00142,ORD-00142,CUST-00142,PROD-00142,2024-05-20,419.22,47.5,1987,Medium-Value,Pending,Snacks,Salty Snacks,1872.95,16,399.16,2.29,159,TRUE,1.8579,4478,9.2455,0.036769,0.001276,0.028029,0.616499,2024-06-25,Pending Review,Increase price
CPG-00143,ORD-00143,CUST-00143,PROD-00143,2024-12-27,16.29,44.18,851,High-Value,Shipped,Snacks,Salty Snacks,2672.58,8,179.53,3.3,444,TRUE,2.4341,1167,8.684,0.013954,0.184255,0.41783,0.75988,2025-02-12,Rejected,Hold price
CPG-00144,ORD-00144,CUST-00144,PROD-00144,2024-08-23,90.14,49.56,613,Low-Value,Pending,Snacks,Salty Snacks,2860.71,14,271.73,1.33,78,TRUE,0.6683,2139,10.2855,0.138906,0.078591,0.36552,0.663126,2024-07-13,Pending Review,Hold price
CPG-00145,ORD-00145,CUST-00145,PROD-00145,2024-06-26,850.05,8.32,865,High-Value,Delivered,Snacks,Salty Snacks,2275.36,11,174.47,1.48,404,FALSE,2.4151,1701,5.697,0.069502,0.170496,-0.227663,0.903798,2024-08-02,Pending Review,Increase price
CPG-00146,ORD-00146,CUST-00146,PROD-00146,2024-06-22,146.27,31.78,2448,Medium-Value,Shipped,Snacks,Salty Snacks,4109.44,6,31.81,3.49,192,FALSE,2.151,4555,9.1029,0.037478,0.092409,0.343117,0.569897,2024-05-27,Implemented,Increase price
CPG-00147,ORD-00147,CUST-00147,PROD-00147,2024-11-26,130.68,38.56,688,Low-Value,Delivered,Snacks,Salty Snacks,2951.29,3,28.28,3.88,200,TRUE,0.5746,3633,9.8069,0.013797,0.169455,0.34711,0.561264,2024-10-13,Pending Review,Increase price
CPG-00148,ORD-00148,CUST-00148,PROD-00148,2024-06-10,832.86,30.78,3135,Low-Value,Cancelled,Snacks,Salty Snacks,2161.99,12,101.59,2.52,380,TRUE,0.76,3654,10.6594,0.005197,0.123835,-0.103372,0.647553,2024-05-15,Pending Review,Bundle with promotion
CPG-00149,ORD-00149,CUST-00149,PROD-00149,2024-05-13,92.63,39.27,4307,High-Value,Cancelled,Snacks,Salty Snacks,3172.23,18,322.04,2.34,224,FALSE,1.9766,2942,6.0164,0.117215,0.068807,0.152521,0.660802,2024-05-25,Pending Review,Decrease price
CPG-00150,ORD-00150,CUST-00150,PROD-00150,2024-05-04,543.45,18.29,3864,Low-Value,Shipped,Snacks,Salty Snacks,1819.29,19,399.85,1.1,425,TRUE,0.3403,1976,3.5651,0.122443,0.183452,-0.255273,0.998196,2024-03-15,Implemented,Bundle with promotion
CPG-00151,ORD-00151,CUST-00151,PROD-00151,2024-10-26,628.8,14.95,4824,High-Value,Pending,Personal Care,Oral Care,1923.0,24,281.63,4.25,412,TRUE,0.5265,15,11.4111,0.142305,0.07832,0.495427,0.982592,2024-10-03,Implemented,Decrease price
CPG-00152,ORD-00152,CUST-00152,PROD-00152,2024-09-29,830.12,34.8,4064,High-Value,Shipped,Personal Care,Oral Care,1689.28,3,110.44,4.39,123,FALSE,0.5029,727,9.9491,0.100504,0.145857,-0.0314,0.505698,2024-11-08,Implemented,Decrease price
CPG-00153,ORD-00153,CUST-00153,PROD-00153,2024-10-22,75.0,2.07,3161,Medium-Value,Cancelled,Personal Care,Oral Care,3676.29,6,356.13,1.9,65,FALSE,2.2162,2878,6.7793,0.015214,0.095898,0.391241,0.825485,2024-09-05,Rejected,Decrease price
CPG-00154,ORD-00154,CUST-00154,PROD-00154,2024-06-08,414.39,3.16,2139,High-Value,Cancelled,Personal Care,Oral Care,417.29,6,357.41,3.8,27,TRUE,1.8568,4482,11.3311,0.146706,0.06759,0.488221,0.946613,2024-06-26,Rejected,Increase price
CPG-00155,ORD-00155,CUST-00155,PROD-00155,2024-08-16,161.02,7.87,1683,High-Value,Pending,Personal Care,Oral Care,2075.94,18,294.37,4.11,90,FALSE,1.6854,2437,3.2318,0.007445,0.114354,0.371884,0.576795,2024-08-12,Pending Review,Increase price
CPG-00156,ORD-00156,CUST-00156,PROD-00156,2024-08-15,92.55,29.86,794,High-Value,Cancelled,Personal Care,Oral Care,1074.42,21,130.89,3.88,330,TRUE,1.2366,947,4.0461,0.05962,0.097819,0.228832,0.545568,2024-09-22,Rejected,Bundle with promotion
CPG-00157,ORD-00157,CUST-00157,PROD-00157,2024-06-14,798.66,17.27,3809,Medium-Value,Shipped,Personal Care,Oral Care,1169.9,9,234.41,2.29,238,TRUE,1.9054,793,1.4856,0.051569,0.10829,0.476564,0.794863,2024-06-11,Rejected,Increase price
CPG-00158,ORD-00158,CUST-00158,PROD-00158,2024-11-29,739.29,52.28,3889,Low-Value,Shipped,Personal Care,Oral Care,4414.19,16,133.56,2.47,284,FALSE,2.2667,285,6.2742,0.135068,0.16009,0.242028,0.810137,2024-10-16,Implemented,Bundle with promotion
CPG-00159,ORD-00159,CUST-00159,PROD-00159,2024-06-11,875.37,26.56,3566,High-Value,Delivered,Personal Care,Oral Care,4986.48,21,76.19,3.83,74,FALSE,0.8674,549,1.5008,0.083455,0.110411,0.385299,0.759844,2024-06-08,Implemented,Bundle with promotion
CPG-00160,ORD-00160,CUST-00160,PROD-00160,2024-05-26,147.43,57.96,820,High-Value,Shipped,Personal Care,Oral Care,2835.28,4,318.58,2.98,308,FALSE,2.2069,2164,4.905,0.072838,0.121792,-0.270027,0.637707,2024-04-07,Implemented,Bundle with promotion
CPG-00161,ORD-00161,CUST-00161,PROD-00161,2024-05-07,802.27,45.25,2200,Medium-Value,Shipped,Personal Care,Oral Care,150.15,10,138.16,2.16,131,FALSE,2.1598,805,11.6837,0.034194,0.060096,0.294979,0.887015,2024-05-03,Pending Review,Hold price
CPG-00162,ORD-00162,CUST-00162,PROD-00162,2024-10-31,383.84,14.26,3335,Low-Value,Cancelled,Personal Care,Oral Care,2448.08,17,349.53,3.26,106,TRUE,1.3366,1303,1.2546,0.106435,0.080677,0.324413,0.762143,2024-10-02,Rejected,Increase price
CPG-00163,ORD-00163,CUST-00163,PROD-00163,2024-06-11,789.53,3.92,414,Medium-Value,Delivered,Personal Care,Oral Care,3537.94,9,159.97,1.7,39,FALSE,1.3123,1015,8.3335,0.036291,0.097757,0.056883,0.98026,2024-06-26,Pending Review,Hold price
CPG-00164,ORD-00164,CUST-00164,PROD-00164,2024-07-25,756.32,7.24,224,Medium-Value,Delivered,Personal Care,Oral Care,295.77,19,316.34,1.91,435,TRUE,2.1571,1845,8.2935,0.040363,0.081901,-0.283958,0.890152,2024-09-07,Rejected,Increase price
CPG-00165,ORD-00165,CUST-00165,PROD-00165,2024-08-27,821.69,2.49,2067,Low-Value,Cancelled,Personal Care,Oral Care,4035.17,10,290.84,3.27,317,FALSE,1.1171,3085,10.2932,0.06885,0.043642,-0.058284,0.760319,2024-10-17,Rejected,Bundle with promotion
CPG-00166,ORD-00166,CUST-00166,PROD-00166,2024-09-24,21.5,23.71,4864,Low-Value,Delivered,Personal Care,Oral Care,1449.25,22,61.08,4.5,441,TRUE,0.9071,2265,7.8668,0.129224,0.052229,0.268875,0.946187,2024-11-16,Pending Review,Decrease price
CPG-00167,ORD-00167,CUST-00167,PROD-00167,2024-06-05,692.44,48.54,4915,Medium-Value,Pending,Personal Care,Oral Care,3319.63,22,73.17,4.15,422,TRUE,1.673,2422,3.4834,0.062785,0.077655,-0.271745,0.854034,2024-04-11,Rejected,Decrease price
CPG-00168,ORD-00168,CUST-00168,PROD-00168,2024-07-24,646.33,29.59,2936,Low-Value,Pending,Personal Care,Oral Care,1535.96,6,339.44,3.4,336,TRUE,0.8051,3857,1.9714,0.038798,0.161669,0.310335,0.591534,2024-09-12,Rejected,Hold price
CPG-00169,ORD-00169,CUST-00169,PROD-00169,2024-10-12,94.03,19.81,2714,Medium-Value,Cancelled,Personal Care,Oral Care,1339.77,10,196.23,2.24,391,TRUE,1.2293,4781,7.1736,0.093098,0.094444,-0.144365,0.559908,2024-12-06,Rejected,Bundle with promotion
CPG-00170,ORD-00170,CUST-00170,PROD-00170,2024-09-10,380.6,59.56,2807,Medium-Value,Shipped,Personal Care,Oral Care,4936.6,15,74.43,4.05,87,TRUE,1.9695,3995,4.3252,0.147996,0.062683,-0.253589,0.726027,2024-09-01,Implemented,Decrease price
CPG-00171,ORD-00171,CUST-00171,PROD-00171,2024-09-22,448.28,37.64,3517,Medium-Value,Delivered,Personal Care,Oral Care,2173.68,16,165.66,3.67,55,TRUE,1.3811,3057,11.4258,0.133801,0.15137,0.124827,0.508958,2024-09-13,Implemented,Decrease price
CPG-00172,ORD-00172,CUST-00172,PROD-00172,2024-06-24,791.13,31.19,2507,High-Value,Pending,Personal Care,Oral Care,373.17,2,133.32,2.09,62,FALSE,1.1942,4263,7.3583,0.050675,0.177595,0.496378,0.671366,2024-05-30,Pending Review,Hold price
CPG-00173,ORD-00173,CUST-00173,PROD-00173,2024-11-06,181.76,25.4,1871,High-Value,Cancelled,Personal Care,Oral Care,3649.49,5,100.25,4.32,480,TRUE,1.5153,1385,1.9164,0.106667,0.158425,0.000154,0.820161,2024-09-15,Rejected,Increase price
CPG-00174,ORD-00174,CUST-00174,PROD-00174,2024-09-27,600.84,42.01,3414,Medium-Value,Delivered,Personal Care,Oral Care,1932.26,18,116.04,3.29,20,TRUE,0.5932,77,3.9628,0.09925,0.132497,-0.084018,0.802817,2024-09-23,Implemented,Bundle with promotion
CPG-00175,ORD-00175,CUST-00175,PROD-00175,2024-11-26,810.28,18.4,870,Medium-Value,Cancelled,Personal Care,Oral Care,1033.3,7,315.62,2.79,326,TRUE,0.959,3357,3.8965,0.005911,0.099271,-0.133845,0.966562,2024-12-03,Pending Review,Decrease price
CPG-00176,ORD-00176,CUST-00176,PROD-00176,2024-04-28,609.4,40.8,1221,High-Value,Delivered,Personal Care,Oral Care,3908.65,3,294.95,4.17,437,TRUE,2.2715,1894,5.7526,0.146594,0.052825,-0.259936,0.906589,2024-03-22,Implemented,Hold price
CPG-00177,ORD-00177,CUST-00177,PROD-00177,2024-07-29,291.75,45.98,375,High-Value,Pending,Personal Care,Oral Care,4267.39,22,265.94,3.58,58,FALSE,0.9581,3586,11.4835,0.040246,0.146614,-0.001902,0.671361,2024-09-21,Implemented,Bundle with promotion
CPG-00178,ORD-00178,CUST-00178,PROD-00178,2024-08-08,255.57,48.39,1366,High-Value,Shipped,Personal Care,Oral Care,705.93,24,42.29,2.35,445,TRUE,0.3489,4840,6.0508,0.085342,0.087633,0.189059,0.889582,2024-07-08,Rejected,Increase price
CPG-00179,ORD-00179,CUST-00179,PROD-00179,2024-12-04,793.76,55.38,925,Medium-Value,Pending,Personal Care,Oral Care,2231.41,3,119.41,4.89,3,FALSE,0.1297,4300,9.3266,0.086497,0.113002,0.482316,0.834922,2025-01-03,Pending Review,Increase price
CPG-00180,ORD-00180,CUST-00180,PROD-00180,2024-08-16,658.09,39.2,1217,Low-Value,Pending,Personal Care,Oral Care,4465.71,20,40.74,2.69,349,TRUE,1.3134,3845,10.2965,0.130412,0.014973,0.093318,0.620446,2024-09-28,Pending Review,Increase price
CPG-00181,ORD-00181,CUST-00181,PROD-00181,2024-09-04,212.1,15.63,3760,Medium-Value,Cancelled,Personal Care,Oral Care,4016.24,15,53.45,3.25,216,FALSE,1.173,973,11.7777,0.111786,0.003554,0.022752,0.517916,2024-10-26,Rejected,Increase price
CPG-00182,ORD-00182,CUST-00182,PROD-00182,2024-11-25,95.44,19.67,4164,Low-Value,Cancelled,Personal Care,Oral Care,1073.91,22,193.36,3.11,326,FALSE,0.972,445,9.8908,0.126648,0.066395,0.313933,0.799976,2024-10-15,Rejected,Hold price
CPG-00183,ORD-00183,CUST-00183,PROD-00183,2024-10-28,115.91,21.8,2391,Low-Value,Shipped,Personal Care,Oral Care,2633.83,23,60.4,3.66,123,TRUE,1.2818,3353,1.7301,0.091628,0.037509,0.444173,0.696448,2024-10-28,Pending Review,Decrease price
CPG-00184,ORD-00184,CUST-00184,PROD-00184,2024-10-28,110.37,50.57,4823,High-Value,Shipped,Personal Care,Oral Care,3872.12,15,193.81,2.45,484,TRUE,2.4133,36,6.5992,0.007286,0.187062,0.371053,0.741466,2024-09-17,Rejected,Decrease price
