id,job,marital,education,age,balance,housing,loan,c_default,contact,month,day,duration,campaign,previous,poutcome,pdays,y
278,self-employed,married,tertiary,58,32585.43,no,yes,no,unknown,jan,11,1564,18,4,failure,-1,no
279,unknown,divorced,unknown,47,40799.87,yes,no,yes,telephone,sep,12,1809,5,0,success,70,yes
280,unknown,married,primary,58,14198.35,yes,no,yes,unknown,feb,25,1173,13,6,unknown,305,no
281,student,single,secondary,23,21569.15,yes,no,no,unknown,jul,10,864,12,2,failure,283,no
282,management,single,tertiary,86,36293.29,no,no,yes,cellular,dec,28,849,12,10,failure,-1,no
283,technician,single,primary,80,4769.95,no,no,no,cellular,jul,17,410,9,7,unknown,-1,no
284,services,divorced,primary,81,26527.56,no,yes,no,cellular,aug,23,1019,16,5,other,166,no
285,housemaid,married,primary,91,34993.19,no,yes,no,cellular,nov,10,1738,13,8,success,266,no
286,technician,single,unknown,66,3663.33,yes,no,no,unknown,jul,28,957,11,9,success,239,yes
287,technician,married,primary,33,26207.13,yes,no,no,telephone,sep,7,268,15,10,failure,140,no
288,unknown,divorced,primary,50,48658.23,yes,yes,no,telephone,sep,9,1793,15,3,unknown,184,no
289,blue-collar,divorced,unknown,95,33450.19,yes,no,yes,cellular,dec,13,1548,15,8,other,-1,no
290,admin.,married,unknown,22,46854.52,yes,no,yes,cellular,aug,24,26,11,4,failure,116,no
291,blue-collar,married,secondary,18,40978.49,yes,no,no,telephone,jan,27,1844,18,7,failure,154,no
292,entrepreneur,single,tertiary,44,13299.09,no,no,yes,cellular,jan,4,649,14,10,success,189,no
293,services,married,secondary,60,28011.41,no,yes,no,telephone,jan,26,1533,20,4,failure,-1,no
294,unknown,single,secondary,52,21179.62,no,yes,no,cellular,mar,11,1331,8,9,success,-1,no
295,services,divorced,tertiary,28,31466.15,no,no,no,cellular,may,9,1832,12,1,success,-1,no
296,unemployed,single,tertiary,66,2594.42,yes,yes,yes,cellular,jan,18,326,10,2,failure,232,no
297,technician,divorced,secondary,53,48862.34,no,yes,no,unknown,feb,1,965,12,10,success,-1,no
298,blue-collar,married,tertiary,92,31089.7,no,no,yes,telephone,nov,7,632,9,9,success,368,no
299,unemployed,married,secondary,45,24054.32,yes,no,no,telephone,apr,17,1982,1,2,other,35,no
300,management,single,secondary,29,36758.59,no,no,yes,telephone,feb,12,1313,15,0,unknown,-1,no
301,self-employed,single,tertiary,72,23955.34,yes,yes,yes,telephone,may,27,1954,11,1,unknown,249,no
302,entrepreneur,single,unknown,60,28318.58,no,yes,no,cellular,jun,16,298,14,6,other,284,no
303,entrepreneur,married,primary,39,25257.02,no,no,no,cellular,oct,21,1914,15,7,unknown,-1,no
304,blue-collar,single,tertiary,66,19410.88,no,no,no,cellular,may,9,444,19,4,failure,314,no
305,technician,single,tertiary,53,38809.64,yes,no,no,cellular,jun,19,116,13,4,other,99,no
306,admin.,single,tertiary,52,36715.49,yes,no,no,cellular,aug,17,458,15,3,success,17,no
307,self-employed,divorced,tertiary,41,38.59,yes,yes,no,telephone,nov,14,1850,19,0,other,-1,no
308,retired,divorced,secondary,56,21207.89,yes,yes,no,cellular,nov,6,631,9,8,failure,18,yes
309,entrepreneur,married,primary,69,39057.46,no,yes,yes,cellular,jul,8,1305,18,3,failure,113,no
310,blue-collar,single,primary,39,9016.03,yes,yes,no,cellular,dec,27,1152,16,8,other,-1,no
311,blue-collar,single,primary,29,28488.15,no,no,no,unknown,may,11,1249,19,3,other,291,no
312,entrepreneur,divorced,tertiary,93,46007.98,yes,no,no,telephone,dec,22,713,18,2,unknown,-1,no
313,unknown,divorced,unknown,87,10598.22,yes,yes,yes,telephone,feb,3,245,19,1,unknown,394,no
314,student,single,primary,42,45687.18,no,no,no,unknown,apr,16,578,8,0,failure,76,no
315,unknown,divorced,unknown,86,2032.67,yes,yes,yes,telephone,aug,14,701,6,2,success,32,no
316,technician,married,secondary,72,6004.81,yes,no,no,cellular,aug,25,112,19,9,other,-1,no
317,admin.,married,primary,86,30497.91,yes,yes,yes,cellular,nov,27,1954,12,1,success,-1,yes
318,retired,divorced,unknown,32,38228.1,yes,no,no,unknown,may,7,1760,16,9,success,27,yes
319,admin.,divorced,primary,59,10749.24,no,no,yes,unknown,apr,2,1741,4,1,unknown,188,no
320,entrepreneur,divorced,tertiary,56,36851.55,no,no,yes,cellular,dec,12,479,20,6,other,183,no
321,entrepreneur,married,primary,41,10090.59,yes,yes,no,telephone,nov,12,815,12,8,failure,345,no
322,student,married,tertiary,79,30711.32,yes,yes,no,telephone,aug,17,1542,10,9,success,191,yes
323,retired,single,tertiary,19,19225.41,yes,no,yes,telephone,dec,5,1581,9,2,success,398,yes
324,admin.,married,unknown,90,14543.31,no,yes,yes,unknown,sep,24,472,10,1,failure,-1,yes
325,student,single,primary,65,13671.2,yes,yes,yes,unknown,oct,16,593,6,2,failure,-1,no
326,self-employed,married,primary,71,587.74,no,yes,yes,cellular,mar,14,766,6,0,success,-1,no
327,admin.,divorced,tertiary,24,1623.28,no,no,yes,unknown,oct,23,484,14,2,other,-1,no
328,blue-collar,divorced,secondary,29,34818.19,yes,no,no,telephone,aug,16,1146,9,9,success,-1,no
329,technician,married,unknown,81,2241.91,no,no,yes,unknown,sep,8,533,19,1,success,243,no
330,technician,married,primary,53,38770.66,yes,no,yes,unknown,jul,28,1116,15,10,failure,296,no
331,services,single,primary,22,43879.77,no,yes,yes,unknown,sep,12,76,10,6,other,-1,no
332,self-employed,single,secondary,31,41667.21,yes,no,yes,cellular,apr,8,1478,13,6,failure,-1,no
333,retired,single,unknown,88,26416.27,yes,no,no,unknown,jan,22,928,16,5,unknown,18,no
334,student,single,unknown,19,429.71,no,no,no,unknown,jul,18,1073,5,2,unknown,389,no
335,management,single,tertiary,50,45522.4,yes,no,no,cellular,mar,6,770,12,7,other,307,no
336,blue-collar,single,unknown,34,32871.45,no,no,yes,telephone,mar,4,1462,10,0,success,205,no
337,entrepreneur,single,tertiary,91,14555.55,no,yes,yes,telephone,oct,3,297,17,10,other,100,yes
338,entrepreneur,divorced,primary,42,49431.62,no,no,yes,telephone,aug,22,406,14,5,success,-1,yes
339,unemployed,married,unknown,42,7472.76,no,no,yes,cellular,apr,13,846,13,6,unknown,127,no
340,management,single,primary,90,29842.37,yes,no,no,unknown,apr,3,990,13,8,unknown,77,no
341,retired,single,secondary,21,49328.4,no,no,no,cellular,jun,12,87,2,10,unknown,95,no
342,blue-collar,married,primary,63,25503.8,no,no,no,telephone,jun,20,618,19,1,unknown,50,no
343,services,married,secondary,63,37004.11,yes,yes,yes,telephone,sep,21,1405,17,7,other,-1,no
344,retired,divorced,tertiary,79,37771.6,yes,no,no,telephone,mar,15,1869,19,7,unknown,289,no
345,management,divorced,primary,71,30530.41,no,yes,no,telephone,jan,28,222,15,8,unknown,344,no
346,admin.,divorced,unknown,29,6291.43,no,no,yes,cellular,oct,4,421,3,3,other,143,no
347,student,married,secondary,43,49324.9,no,yes,yes,unknown,mar,25,1415,13,5,other,152,no
348,admin.,divorced,unknown,58,11817.15,yes,yes,yes,cellular,aug,22,1567,2,5,failure,-1,yes
349,blue-collar,married,primary,47,24354.44,yes,yes,no,telephone,aug,9,1451,2,2,success,370,no
350,admin.,married,secondary,62,-1533.71,no,no,no,unknown,feb,19,1972,20,1,other,-1,no
351,housemaid,married,primary,47,36061.61,yes,yes,no,telephone,apr,19,1102,9,10,other,-1,no
352,unemployed,married,primary,39,16021.24,yes,yes,no,cellular,nov,12,351,20,5,success,51,no
353,unknown,married,secondary,92,15789.92,yes,yes,no,telephone,nov,9,1296,9,1,other,-1,yes
354,blue-collar,divorced,secondary,76,29409.99,yes,no,no,unknown,apr,12,524,1,1,other,-1,no
355,management,divorced,secondary,73,8629.59,yes,no,yes,telephone,jan,8,1367,9,3,other,381,no
356,services,divorced,primary,94,41595.34,no,yes,no,cellular,jun,21,720,20,6,success,61,no
357,entrepreneur,divorced,primary,89,16988.07,no,yes,yes,unknown,feb,8,302,7,7,success,170,yes
358,unknown,married,unknown,27,46028.75,no,yes,yes,cellular,jul,2,884,9,0,unknown,-1,no
359,unemployed,divorced,secondary,39,44933.72,no,no,yes,unknown,apr,21,1730,14,0,other,340,no
360,services,married,primary,64,36455.11,no,yes,yes,unknown,sep,17,1443,13,0,other,-1,yes
361,unknown,single,primary,58,10782.46,no,yes,no,cellular,jan,7,1359,1,5,failure,169,no
362,housemaid,divorced,unknown,89,5049.55,no,no,no,telephone,may,3,1847,9,10,other,217,no
363,services,divorced,secondary,57,14732.95,no,yes,yes,cellular,may,10,573,3,4,other,281,no
364,student,divorced,secondary,33,24065.28,no,no,no,telephone,dec,15,754,4,6,success,267,no
365,self-employed,single,secondary,88,34810.68,yes,no,yes,cellular,sep,9,1405,14,10,other,61,no
366,services,divorced,secondary,54,27888.83,yes,yes,no,cellular,oct,3,644,16,9,unknown,-1,no
367,services,married,primary,38,4141.75,yes,yes,no,cellular,sep,3,176,10,7,failure,-1,no
368,unemployed,divorced,secondary,90,13238.78,yes,no,yes,unknown,mar,26,382,16,0,unknown,-1,no
369,retired,single,tertiary,27,49847.08,no,yes,yes,telephone,jul,12,2000,6,10,success,-1,no
370,retired,married,unknown,40,43079.0,no,no,yes,cellular,aug,21,334,19,0,unknown,380,no
371,technician,single,secondary,94,6155.87,yes,no,no,cellular,sep,23,699,8,5,other,80,yes
372,admin.,married,tertiary,32,1815.19,yes,no,no,cellular,jun,25,1445,15,8,other,103,no
373,services,divorced,secondary,54,3686.91,no,no,no,unknown,dec,19,1019,8,10,success,143,no
374,unknown,married,secondary,61,47337.63,yes,yes,yes,telephone,feb,26,1502,19,8,success,356,yes
375,unemployed,divorced,tertiary,42,26554.42,no,no,yes,unknown,oct,14,1892,5,8,unknown,-1,no
376,housemaid,married,secondary,47,333.75,yes,no,yes,telephone,oct,17,594,1,3,success,-1,no
377,admin.,married,secondary,48,43126.66,no,no,yes,telephone,mar,12,801,16,9,success,185,no
378,admin.,married,secondary,84,37958.98,no,no,no,unknown,jan,22,544,5,0,unknown,-1,no
379,unemployed,single,primary,45,9554.56,yes,no,yes,telephone,jun,9,1620,2,9,success,-1,no
380,technician,married,secondary,51,35543.91,no,yes,no,cellular,may,12,487,18,10,other,253,no
381,admin.,divorced,unknown,87,20556.35,no,yes,no,unknown,jan,26,1223,20,3,unknown,340,no
382,admin.,married,tertiary,94,831.23,yes,yes,no,telephone,feb,21,334,7,7,failure,-1,no
383,technician,single,tertiary,74,32991.44,yes,yes,yes,cellular,sep,1,917,16,5,unknown,185,no
384,unemployed,married,tertiary,63,20184.76,yes,no,no,cellular,jan,10,359,17,4,success,-1,no
385,services,married,tertiary,36,8494.48,no,yes,yes,unknown,sep,25,576,5,9,other,33,no
386,technician,married,secondary,64,39035.45,yes,no,yes,telephone,nov,10,293,14,6,unknown,250,yes
387,housemaid,single,unknown,87,7869.19,no,yes,yes,cellular,jun,10,376,2,10,other,340,yes
388,services,married,primary,48,39347.46,yes,yes,no,unknown,feb,9,853,12,5,unknown,4,no
389,unemployed,single,unknown,19,20406.49,no,no,yes,cellular,aug,25,1724,4,7,success,26,yes
390,student,married,tertiary,32,3099.47,yes,no,yes,unknown,oct,25,929,7,6,success,95,no
391,unemployed,single,primary,92,2837.52,yes,no,yes,cellular,mar,12,1694,1,8,failure,-1,no
392,self-employed,single,primary,90,32359.27,yes,yes,yes,unknown,jul,9,1835,9,4,success,149,no
393,housemaid,married,unknown,58,38571.4,yes,no,no,cellular,oct,15,16,16,0,success,259,yes
394,management,married,tertiary,89,9047.49,yes,yes,no,cellular,dec,11,490,13,1,success,-1,no
395,admin.,single,secondary,94,9643.16,no,yes,yes,telephone,dec,26,1922,10,1,failure,282,no
396,self-employed,divorced,tertiary,91,25409.93,yes,no,yes,unknown,feb,2,136,8,1,success,288,no
397,housemaid,divorced,secondary,53,6825.67,no,no,yes,cellular,apr,14,1264,14,9,failure,197,no
398,management,single,tertiary,46,-208.0,no,no,yes,unknown,aug,17,243,17,9,failure,299,no
399,student,divorced,unknown,53,24271.76,yes,no,yes,cellular,jun,2,12,8,6,failure,-1,no
400,unemployed,married,secondary,40,32185.01,yes,yes,yes,telephone,dec,2,673,11,8,other,314,no
401,self-employed,divorced,unknown,24,31287.8,yes,yes,yes,cellular,apr,16,1342,4,10,failure,258,no
402,unemployed,married,unknown,29,30812.19,yes,no,yes,telephone,aug,16,630,15,5,success,306,no
403,entrepreneur,single,secondary,82,4679.59,yes,no,yes,cellular,apr,5,1149,13,0,failure,237,no
404,entrepreneur,divorced,tertiary,94,41132.77,yes,no,no,cellular,feb,1,399,4,6,failure,223,no
405,management,single,secondary,60,16293.03,yes,yes,yes,unknown,jan,18,1251,13,1,success,44,no
406,unemployed,divorced,tertiary,79,41870.5,yes,yes,yes,telephone,may,5,501,20,2,unknown,182,no
407,unemployed,single,tertiary,23,41829.28,no,yes,no,unknown,apr,14,824,9,5,unknown,-1,no
408,blue-collar,divorced,unknown,65,6248.69,yes,yes,no,unknown,mar,10,1852,12,0,unknown,132,no
409,technician,married,primary,70,8004.93,no,no,yes,cellular,jan,16,1866,7,6,other,215,no
410,student,married,tertiary,80,30897.26,no,no,no,telephone,jun,11,1570,1,5,failure,86,no
411,management,divorced,secondary,23,43323.49,no,yes,yes,cellular,nov,2,1544,10,8,other,320,no
412,services,married,primary,72,14025.72,no,yes,no,telephone,jul,9,727,17,5,unknown,53,no
413,self-employed,married,primary,44,40999.33,no,no,no,telephone,feb,6,1170,1,0,unknown,-1,yes
414,admin.,single,unknown,80,42618.01,yes,no,no,telephone,oct,4,1244,18,4,unknown,183,no
415,housemaid,divorced,tertiary,80,34156.82,yes,no,no,telephone,may,9,580,9,0,other,-1,no
416,retired,divorced,tertiary,69,24668.52,yes,yes,no,unknown,may,2,27,6,7,other,156,no
417,technician,married,unknown,93,12248.98,no,yes,yes,telephone,jul,24,1164,13,8,success,114,no
418,technician,divorced,secondary,87,21794.4,yes,no,no,unknown,may,15,1682,3,4,unknown,24,yes
419,blue-collar,single,tertiary,70,179.6,no,yes,no,cellular,aug,26,964,16,10,success,158,no
420,housemaid,single,tertiary,50,27041.54,no,yes,no,cellular,jun,6,60,8,10,failure,361,no
421,management,single,tertiary,43,-255.16,yes,no,no,telephone,aug,22,1851,8,10,unknown,-1,no
422,blue-collar,married,secondary,81,24034.22,no,yes,yes,telephone,jan,5,170,10,8,other,-1,no
423,entrepreneur,single,secondary,81,41816.67,no,yes,yes,telephone,jan,3,528,4,4,unknown,-1,no
424,admin.,married,unknown,76,17992.27,no,no,yes,unknown,jan,6,79,13,1,success,219,no
425,retired,married,unknown,69,40048.48,no,yes,no,cellular,feb,17,255,18,6,other,-1,no
426,management,single,tertiary,47,31764.65,yes,yes,no,cellular,sep,15,993,7,7,other,25,no
427,student,married,primary,42,42398.58,yes,no,no,cellular,oct,8,1694,12,2,other,238,no
428,technician,single,tertiary,45,31649.25,yes,no,yes,telephone,apr,5,1480,14,10,other,21,yes
429,blue-collar,married,tertiary,45,36416.88,no,yes,no,telephone,jan,24,890,15,3,success,-1,no
430,services,divorced,secondary,46,12712.68,yes,no,yes,telephone,nov,20,178,17,10,other,-1,no
431,unemployed,divorced,unknown,54,14054.13,no,yes,yes,telephone,mar,22,1063,15,6,failure,20,no
432,retired,single,secondary,77,24718.42,no,no,no,telephone,dec,16,553,18,6,failure,-1,no
433,self-employed,married,unknown,55,40310.28,yes,no,no,cellular,nov,17,488,1,2,other,-1,no
434,technician,single,tertiary,67,39898.07,yes,no,no,cellular,jun,4,1291,13,1,other,-1,no
435,unknown,single,primary,36,9089.8,no,no,yes,cellular,aug,23,1536,3,1,other,-1,yes
436,blue-collar,single,primary,51,14881.43,yes,no,yes,unknown,oct,20,1695,12,8,other,-1,no
437,unemployed,single,unknown,45,43211.88,yes,no,no,telephone,nov,28,773,5,4,failure,101,no
438,admin.,single,primary,91,34661.39,yes,yes,no,telephone,feb,28,695,1,9,unknown,-1,no
439,unemployed,single,tertiary,62,42048.56,no,yes,no,cellular,dec,11,1189,2,6,success,-1,no
440,services,single,tertiary,65,43420.93,no,no,no,unknown,apr,13,1259,11,9,success,367,no
441,self-employed,single,tertiary,28,41537.42,no,no,no,cellular,may,24,349,8,2,other,-1,no
442,management,married,tertiary,21,4154.66,yes,yes,no,unknown,oct,7,230,15,6,unknown,344,no
443,housemaid,married,secondary,92,16855.69,yes,yes,yes,telephone,oct,15,1603,9,10,failure,94,no
444,entrepreneur,single,primary,21,15588.88,no,no,yes,cellular,may,5,1507,2,2,success,322,no
445,unknown,divorced,secondary,72,8409.86,yes,yes,yes,telephone,apr,8,1729,8,9,failure,342,no
446,student,single,unknown,76,41480.06,yes,yes,yes,telephone,may,14,1036,2,6,unknown,395,no
447,student,married,unknown,64,42365.48,no,no,no,telephone,mar,14,254,8,1,failure,251,no
448,services,married,primary,65,16721.04,no,no,yes,cellular,sep,1,841,12,10,failure,25,yes
449,management,married,secondary,37,28503.25,yes,no,yes,cellular,aug,4,1262,4,4,other,-1,no
450,retired,divorced,primary,48,2611.88,yes,no,no,telephone,oct,19,573,14,4,failure,-1,no
451,services,single,unknown,71,39324.19,no,yes,yes,unknown,jan,19,690,16,1,other,-1,no
452,entrepreneur,single,primary,39,40465.36,no,yes,no,cellular,dec,14,1135,19,5,failure,-1,no
453,student,divorced,tertiary,37,29007.59,yes,no,no,telephone,oct,12,603,18,3,success,338,no
454,student,married,tertiary,77,20249.84,yes,no,no,unknown,oct,7,1850,12,1,other,137,no
455,entrepreneur,single,tertiary,25,26870.27,no,no,no,cellular,oct,23,1200,13,5,other,-1,no
456,self-employed,married,primary,77,-1230.41,no,no,no,cellular,may,8,1985,17,7,success,-1,no
457,retired,married,tertiary,71,48965.78,no,no,no,cellular,apr,27,1995,7,6,other,-1,no
458,unknown,married,unknown,35,16809.06,yes,no,yes,cellular,sep,3,627,3,1,other,-1,no
459,management,single,unknown,59,13651.72,no,yes,yes,unknown,feb,16,1780,6,3,success,-1,no
460,management,single,unknown,68,20492.38,no,yes,no,unknown,sep,12,1541,2,0,success,118,no
461,technician,married,secondary,49,26578.64,no,yes,no,telephone,apr,22,1012,7,0,success,357,no
462,retired,married,tertiary,95,11379.44,yes,yes,no,cellular,jul,14,1027,11,9,failure,-1,no
463,blue-collar,married,secondary,84,11768.77,no,no,yes,cellular,jan,7,1216,15,10,other,110,no
464,admin.,single,secondary,84,5050.24,yes,yes,yes,cellular,aug,1,353,14,5,failure,85,no
465,entrepreneur,married,secondary,54,12442.11,yes,yes,no,telephone,nov,22,108,1,4,other,-1,no
466,self-employed,married,unknown,33,38805.07,yes,no,no,telephone,oct,19,1332,3,7,unknown,324,no
467,entrepreneur,married,secondary,64,13543.41,no,no,yes,cellular,jun,28,1515,7,9,other,369,no
468,admin.,divorced,tertiary,79,11714.67,yes,yes,no,unknown,sep,15,1652,18,7,failure,-1,no
469,student,married,unknown,67,28405.44,yes,yes,yes,cellular,sep,14,246,1,6,other,195,no
470,technician,married,unknown,68,25153.34,no,no,yes,cellular,apr,6,650,8,4,other,10,no
471,unemployed,single,tertiary,82,37571.78,no,no,no,unknown,jan,4,943,1,10,other,-1,no
472,housemaid,single,secondary,65,37389.64,no,yes,no,cellular,mar,14,1827,2,2,unknown,-1,no
473,services,married,primary,85,47823.44,yes,yes,no,unknown,jan,3,1525,10,6,other,150,no
474,housemaid,married,secondary,63,10177.25,yes,no,no,unknown,jun,9,148,15,7,success,72,yes
475,unknown,single,primary,85,16161.27,no,no,no,unknown,mar,7,1961,19,1,failure,-1,no
476,services,single,tertiary,86,48857.37,no,no,no,cellular,apr,9,1116,20,2,other,-1,no
477,management,married,tertiary,79,2575.59,no,no,yes,unknown,mar,17,1314,9,4,other,31,no
478,student,single,tertiary,59,10094.51,yes,no,no,unknown,aug,1,63,4,2,success,177,no
479,blue-collar,married,primary,28,46678.36,no,no,no,cellular,feb,26,1419,4,4,other,-1,no
480,blue-collar,single,secondary,28,31185.37,no,no,yes,telephone,jul,8,1675,3,0,unknown,-1,no
481,housemaid,married,primary,32,20744.21,no,yes,no,unknown,sep,14,1242,15,4,success,61,no
482,housemaid,divorced,secondary,22,23480.71,no,yes,yes,cellular,jan,5,1971,5,6,failure,-1,no
483,admin.,married,unknown,24,10672.57,yes,no,no,telephone,mar,1,152,20,5,unknown,-1,no
484,housemaid,married,secondary,37,10054.53,no,yes,no,telephone,oct,25,1637,14,0,unknown,221,no
