performance_id,customer_id,institution_id,product_type,avg_risk_score,risk_score_volatility,risk_trend,risk_trend_percentage,avg_fraud_probability,anomaly_percentage,risk_assessment_accuracy,approval_percentage,most_common_recommendation,avg_monthly_transaction_volume,total_transaction_volume,transaction_volatility,total_exposure,risk_adjusted_return,customer_value_score,customer_value_category,optimization_opportunity,optimization_priority
521,CUST-C0001,INST-006,Business Loan,0.7887,0.2504,Stable,-9.2462,0.1811,0.4153,94.3299,80.0207,Approve with Conditions,47940.82,95061.95,0.0227,3009357.24,0.2726,26,Gold,None,Medium
522,CUST-C0087,INST-013,Mortgage,0.0145,0.0157,Worsening,-6.3138,0.0993,4.2144,72.573,48.6703,Approve,3703.95,130262.32,0.9858,240230.25,0.0253,23,Bronze,Cross-sell,High
523,CUST-C0188,INST-006,Line of Credit,0.2485,0.1771,Improving,-5.5616,0.0083,9.0957,90.3896,74.972,Approve,34160.16,348674.43,0.563,21548.3,-0.0813,40,Platinum,Upsell,Low
524,CUST-C0221,INST-004,Mortgage,0.9311,0.0901,Improving,6.2619,0.086,14.497,64.8034,61.7523,Deny,32054.24,489520.32,0.2355,7961.06,0.0719,107,Bronze,Retention,Medium
525,CUST-C0162,INST-008,Personal Loan,0.91,0.1693,Improving,-1.1257,0.061,2.791,79.5541,81.6613,Approve with Conditions,9863.82,267237.86,0.5649,684527.57,0.0716,50,Gold,Cross-sell,Medium
526,CUST-C0242,INST-020,Personal Loan,0.4943,0.2756,Worsening,-4.6579,0.0177,9.412,97.8401,79.7238,Deny,1511.39,467157.67,0.7442,3373.83,-0.0668,128,Silver,Cross-sell,High
527,CUST-C0150,INST-018,Credit Card,0.787,0.1339,Improving,-5.8192,0.0788,7.3064,84.5496,75.0752,Deny,39623.32,390393.98,0.7236,2664.01,0.2485,74,Platinum,Retention,Low
528,CUST-C0152,INST-005,Mortgage,0.1043,0.2877,Improving,-8.6999,0.0621,0.663,68.6016,90.6026,Deny,22320.92,319134.19,0.9508,7882.95,0.0517,35,Platinum,None,Medium
529,CUST-C0123,INST-007,Mortgage,0.9909,0.2006,Improving,-1.5318,0.1948,6.9756,65.4555,67.6529,Approve with Conditions,5920.69,128826.67,0.4251,7824.55,0.1099,139,Bronze,Retention,High
530,CUST-C0010,INST-003,Line of Credit,0.6762,0.1233,Stable,-7.5793,0.1649,8.2852,95.6633,61.2167,Approve,29578.59,143768.99,0.1232,25780.87,-0.0568,100,Silver,Upsell,Low
531,CUST-C0149,INST-016,Personal Loan,0.883,0.235,Worsening,0.8766,0.0043,4.9984,71.7917,79.8517,Approve,4394.91,261774.8,0.6482,3752222.76,-0.0533,69,Bronze,None,Low
532,CUST-C0030,INST-008,Credit Card,0.7598,0.0292,Improving,-7.6017,0.1741,4.5007,95.508,76.0952,Deny,1045.53,226666.4,0.828,44721.94,0.2145,155,Silver,Upsell,Low
533,CUST-C0011,INST-019,Mortgage,0.1023,0.1028,Improving,-0.1446,0.0408,14.8189,61.9416,87.9019,Approve with Conditions,39606.11,96776.07,0.7191,1352.65,0.146,74,Silver,Cross-sell,Medium
534,CUST-C0066,INST-016,Business Loan,0.2254,0.1205,Stable,6.1054,0.1205,6.7213,64.8886,92.2295,Approve,11075.71,45260.33,0.4582,47623.05,-0.0796,150,Silver,Retention,High
535,CUST-C0159,INST-014,Credit Card,0.4908,0.2768,Worsening,-3.5742,0.1953,3.9807,62.022,77.7839,Approve,31359.73,431452.65,0.5731,19178.81,-0.0027,105,Platinum,Cross-sell,Low
536,CUST-C0007,INST-006,Business Loan,0.9368,0.0725,Worsening,-2.8776,0.1561,5.0184,83.3796,62.3451,Approve,45782.39,294508.88,0.4377,4167.98,0.2456,148,Bronze,Cross-sell,Low
537,CUST-C0133,INST-019,Credit Card,0.4675,0.122,Worsening,-1.5568,0.0968,3.9866,66.1612,48.5964,Approve with Conditions,41723.85,382773.78,0.2281,4416129.84,0.2229,90,Platinum,None,Medium
538,CUST-C0092,INST-016,Personal Loan,0.6118,0.2008,Stable,0.119,0.0393,13.0213,94.4247,87.9777,Deny,29721.31,110243.38,0.386,50830.34,0.1828,107,Platinum,None,High
539,CUST-C0024,INST-014,Personal Loan,0.1971,0.2477,Stable,-1.8022,0.0277,7.09,67.2729,93.1762,Approve with Conditions,39106.52,433495.35,0.0577,191412.42,0.1315,57,Bronze,Upsell,High
540,CUST-C0142,INST-008,Credit Card,0.9109,0.1222,Stable,-0.1101,0.0659,10.848,69.844,42.05,Approve,1259.16,319700.17,0.3747,6354.62,0.049,86,Platinum,Upsell,Medium
541,CUST-C0021,INST-013,Credit Card,0.1988,0.1895,Improving,1.8406,0.121,4.1482,60.1918,87.4767,Deny,18368.57,488864.05,0.8872,275355.87,0.0524,84,Bronze,Cross-sell,Low
542,CUST-C0217,INST-008,Business Loan,0.3255,0.1636,Improving,2.6098,0.0816,4.5415,73.6113,61.0667,Deny,7356.81,462123.45,0.5263,84994.63,0.1518,32,Platinum,None,Medium
543,CUST-C0042,INST-009,Personal Loan,0.3536,0.2458,Improving,-5.988,0.1982,1.4051,80.2218,64.6922,Approve,2088.28,187428.9,0.3859,327572.17,0.1545,103,Silver,Retention,Medium
544,CUST-C0066,INST-001,Business Loan,0.1532,0.0605,Stable,-4.5126,0.0247,5.9751,69.1717,66.1244,Approve with Conditions,5308.19,61117.05,0.9111,67061.9,0.113,138,Bronze,None,High
545,CUST-C0139,INST-016,Personal Loan,0.5614,0.0957,Stable,-1.6992,0.1235,14.6303,79.3914,90.0899,Deny,48119.23,64748.4,0.1535,45539.9,0.1619,100,Platinum,Retention,High
546,CUST-C0085,INST-011,Business Loan,0.7313,0.1721,Improving,5.367,0.1265,8.2829,72.8024,88.0708,Approve with Conditions,6617.09,352175.17,0.0024,5762.29,0.2522,153,Gold,Retention,Medium
547,CUST-C0111,INST-020,Personal Loan,0.9515,0.0271,Stable,-6.2477,0.129,3.0911,70.8886,54.7933,Approve,21142.86,254050.79,0.1061,6501.37,0.1096,144,Platinum,Retention,High
548,CUST-C0007,INST-013,Personal Loan,0.6607,0.1198,Stable,7.8583,0.011,8.351,96.7975,56.5813,Approve,7072.2,226036.24,0.2593,6425.84,0.047,86,Bronze,Cross-sell,Low
549,CUST-C0249,INST-020,Personal Loan,0.0771,0.1348,Stable,5.2766,0.1847,4.4281,71.9455,49.2386,Approve,1917.19,17680.6,0.2391,3425.56,0.0448,59,Bronze,Upsell,Medium
550,CUST-C0131,INST-015,Business Loan,0.3879,0.2462,Stable,-7.8137,0.199,0.814,90.4325,75.7802,Deny,34458.77,123225.9,0.6191,2854.08,0.2962,129,Platinum,None,Medium
551,CUST-C0074,INST-017,Credit Card,0.6286,0.2658,Improving,-6.8155,0.0855,14.8626,80.6951,89.26,Approve,37672.78,18936.45,0.0931,843870.82,0.1032,105,Gold,Cross-sell,High
552,CUST-C0234,INST-007,Line of Credit,0.7757,0.0532,Worsening,6.7628,0.0315,11.6411,63.0864,60.9795,Approve with Conditions,45775.97,350931.85,0.3379,4975930.69,0.2116,21,Gold,Upsell,Low
553,CUST-C0105,INST-003,Personal Loan,0.562,0.2011,Stable,-2.3324,0.1796,5.557,72.9517,58.325,Approve with Conditions,24490.34,138065.08,0.9712,1204779.9,0.2719,49,Silver,Retention,High
554,CUST-C0195,INST-019,Mortgage,0.3325,0.0654,Stable,5.0226,0.1894,1.6717,88.8218,65.3346,Deny,9876.38,134580.89,0.9464,7870.39,0.0974,52,Silver,None,Low
555,CUST-C0232,INST-008,Line of Credit,0.9542,0.1874,Improving,6.3344,0.0597,8.4598,86.3464,96.4226,Deny,15570.29,465974.41,0.472,1530.3,0.1746,45,Bronze,None,High
556,CUST-C0135,INST-018,Personal Loan,0.851,0.0778,Stable,7.7133,0.1583,12.0909,66.3617,80.1755,Deny,44595.56,59509.34,0.6201,9115.72,0.1997,146,Gold,Upsell,Low
557,CUST-C0165,INST-016,Credit Card,0.2534,0.268,Worsening,-8.334,0.1408,0.916,82.6827,74.6084,Approve with Conditions,46708.71,198507.13,0.8283,270311.99,0.2131,66,Silver,Cross-sell,Low
558,CUST-C0042,INST-010,Line of Credit,0.3308,0.1792,Improving,-6.3579,0.1143,2.6366,71.506,52.0608,Approve,24182.74,367283.33,0.0718,741285.65,0.2491,67,Bronze,None,Medium
559,CUST-C0192,INST-019,Credit Card,0.1225,0.1993,Worsening,-1.2504,0.1481,1.565,95.1704,42.1484,Approve with Conditions,35055.92,287795.92,0.5485,472278.58,-0.0073,157,Platinum,Upsell,High
560,CUST-C0145,INST-014,Credit Card,0.1582,0.2443,Worsening,8.8619,0.0345,3.0239,89.7398,50.3751,Approve,9977.49,72977.82,0.99,58575.86,0.2249,52,Gold,Cross-sell,Low
561,CUST-C0219,INST-016,Credit Card,0.0746,0.0464,Worsening,-3.9689,0.1516,14.7229,64.1581,43.5548,Approve with Conditions,40541.54,217999.73,0.6185,1043.45,0.2905,37,Gold,Retention,High
562,CUST-C0047,INST-009,Mortgage,0.2146,0.1502,Improving,4.5257,0.0128,11.2679,64.2472,71.1579,Approve with Conditions,3692.62,196293.18,0.9601,160284.39,0.219,133,Bronze,Retention,Low
563,CUST-C0126,INST-017,Credit Card,0.0132,0.2237,Stable,2.2237,0.0783,1.5282,78.5049,65.8344,Approve with Conditions,12701.92,287204.39,0.8083,98418.28,0.1131,108,Bronze,None,Low
564,CUST-C0154,INST-012,Mortgage,0.9718,0.0459,Improving,-1.9436,0.0987,1.3556,82.0309,79.7375,Deny,29480.1,100411.81,0.1926,792989.27,0.101,108,Platinum,Upsell,Low
565,CUST-C0119,INST-009,Credit Card,0.1408,0.1439,Improving,-7.4002,0.0248,9.7196,98.2576,77.3615,Deny,2516.27,174339.64,0.6232,3612.24,0.2524,126,Platinum,None,Medium
566,CUST-C0098,INST-001,Credit Card,0.2915,0.0762,Stable,-1.1731,0.1869,4.029,62.3518,92.4553,Approve with Conditions,49649.15,216300.13,0.057,852247.36,0.1371,123,Platinum,Retention,High
567,CUST-C0145,INST-010,Line of Credit,0.6429,0.0528,Stable,-2.2081,0.0763,8.2986,70.5708,40.1823,Deny,47525.77,53591.86,0.6964,3222.11,-0.0564,126,Gold,None,Medium
568,CUST-C0220,INST-019,Line of Credit,0.2598,0.2659,Improving,7.5352,0.1387,11.8219,65.2848,49.4328,Approve,49234.87,222712.63,0.9547,901445.9,-0.0765,38,Silver,Cross-sell,High
569,CUST-C0050,INST-001,Mortgage,0.1875,0.2975,Improving,-2.1137,0.0762,6.527,80.6906,58.8971,Approve,37896.07,59981.31,0.5297,1603891.76,0.2017,18,Bronze,Upsell,High
570,CUST-C0135,INST-014,Line of Credit,0.1363,0.1366,Worsening,-6.737,0.1823,12.6554,68.3498,78.4792,Approve with Conditions,14510.42,68388.0,0.5253,4775332.01,0.1052,110,Gold,Upsell,Medium
571,CUST-C0085,INST-009,Personal Loan,0.7344,0.2413,Stable,5.8977,0.0037,0.8989,85.6805,66.1651,Approve,37558.43,493781.63,0.2331,33985.78,0.1209,148,Gold,Retention,High
572,CUST-C0015,INST-009,Business Loan,0.4603,0.2954,Worsening,9.3144,0.1983,6.6302,70.0001,70.7791,Deny,16048.96,70539.19,0.8049,8184.57,0.1678,82,Bronze,Upsell,Low
573,CUST-C0144,INST-005,Line of Credit,0.5467,0.2829,Stable,-6.7216,0.1161,14.0353,85.2774,88.5786,Approve,39168.03,311407.7,0.4345,4843585.35,0.071,161,Silver,None,Medium
574,CUST-C0176,INST-004,Mortgage,0.9828,0.1317,Improving,-1.4797,0.116,4.4811,65.5546,49.6735,Deny,42563.27,300245.1,0.2715,2972.71,0.2179,134,Platinum,Upsell,Medium
575,CUST-C0178,INST-002,Business Loan,0.0592,0.1588,Worsening,-5.5011,0.1896,3.9431,77.6614,98.0037,Approve,40180.5,237239.45,0.6245,685411.68,0.1249,95,Bronze,Retention,High
576,CUST-C0212,INST-002,Line of Credit,0.4874,0.2213,Stable,-5.5609,0.1851,1.3236,83.7394,58.1857,Deny,48225.33,327610.46,0.3755,32459.26,0.2823,84,Bronze,Retention,Medium
577,CUST-C0214,INST-016,Line of Credit,0.0037,0.2858,Worsening,9.5926,0.1938,0.1127,71.4393,71.0509,Deny,1299.19,24466.16,0.3349,1676331.26,0.1467,155,Silver,None,Low
578,CUST-C0068,INST-004,Credit Card,0.3402,0.1051,Worsening,8.3149,0.0829,10.4379,81.0001,55.2088,Approve,47087.17,234111.51,0.1424,896458.22,0.0362,140,Bronze,Retention,High
579,CUST-C0070,INST-008,Business Loan,0.0361,0.2176,Worsening,2.1782,0.1564,14.575,68.3442,41.3614,Approve,32165.54,434710.22,0.0726,35517.53,0.1261,85,Platinum,None,High
580,CUST-C0044,INST-001,Mortgage,0.0525,0.021,Stable,-7.7906,0.1991,12.2869,72.7504,60.5419,Approve with Conditions,44847.95,200956.21,0.2854,32086.16,0.2821,39,Silver,Upsell,Low
581,CUST-C0200,INST-017,Mortgage,0.2714,0.1528,Stable,-6.2044,0.1457,8.0514,65.7877,59.3971,Deny,7184.46,390654.98,0.9714,2940634.77,0.0678,134,Silver,Upsell,Low
582,CUST-C0156,INST-010,Business Loan,0.1977,0.0411,Stable,3.9506,0.0854,9.9163,65.9037,92.8452,Deny,23718.95,236299.26,0.6103,3183932.06,-0.0319,56,Bronze,None,Low
583,CUST-C0146,INST-020,Credit Card,0.2077,0.2024,Worsening,-4.2085,0.0316,13.1898,82.2741,73.0002,Approve,23125.55,268004.3,0.7859,3935917.15,0.2342,123,Silver,Retention,Low
584,CUST-C0215,INST-008,Personal Loan,0.3017,0.1497,Improving,-7.3527,0.0028,12.3787,95.3465,48.0759,Approve,33741.56,302791.34,0.0822,5842.0,0.2423,123,Platinum,Retention,High
585,CUST-C0169,INST-009,Credit Card,0.9677,0.1182,Stable,-9.8336,0.081,3.7766,85.1724,74.1099,Deny,12958.87,315983.8,0.1674,864159.18,0.0737,64,Silver,Retention,Low
586,CUST-C0133,INST-006,Business Loan,0.5222,0.0903,Worsening,2.9916,0.128,1.5149,85.2462,63.5962,Approve,25608.7,79695.55,0.9769,909554.19,-0.017,108,Silver,Cross-sell,Low
587,CUST-C0201,INST-006,Personal Loan,0.4034,0.2991,Worsening,4.5701,0.0208,14.3758,92.2376,40.233,Approve,1741.26,223191.5,0.8064,25419.12,0.083,109,Silver,Retention,Medium
588,CUST-C0028,INST-003,Mortgage,0.1602,0.1384,Improving,7.2624,0.0001,0.5467,67.4121,96.9911,Approve,43486.03,152078.99,0.9178,15866.23,0.0321,20,Gold,Cross-sell,High
589,CUST-C0146,INST-008,Line of Credit,0.765,0.0657,Worsening,1.3198,0.1179,6.5752,75.3156,97.2921,Approve with Conditions,27527.59,397874.56,0.481,9481.67,-0.0858,65,Platinum,Upsell,Medium
590,CUST-C0145,INST-001,Mortgage,0.694,0.025,Stable,7.7393,0.1545,14.9806,84.365,77.0132,Deny,1815.77,132269.7,0.0285,3392941.78,0.0325,149,Gold,Retention,High
591,CUST-C0093,INST-002,Credit Card,0.5854,0.1578,Worsening,-4.9371,0.1905,10.5333,89.0185,42.7491,Approve with Conditions,25526.93,343096.84,0.1245,2142.76,0.1123,152,Gold,Retention,Medium
592,CUST-C0049,INST-013,Mortgage,0.3403,0.1061,Stable,6.594,0.0262,10.8895,80.7613,98.549,Approve with Conditions,41137.75,447904.36,0.5004,1856390.38,0.251,96,Platinum,Cross-sell,Low
593,CUST-C0071,INST-013,Mortgage,0.2784,0.1435,Worsening,-0.323,0.1159,6.6505,64.8075,88.519,Deny,21878.99,36536.99,0.1937,679841.33,0.1911,106,Silver,None,High
594,CUST-C0187,INST-012,Mortgage,0.0117,0.209,Improving,6.0786,0.0613,14.6395,61.424,69.3936,Approve with Conditions,10029.72,212278.32,0.7117,941338.62,0.1786,87,Platinum,None,High
595,CUST-C0083,INST-015,Personal Loan,0.2501,0.1531,Worsening,-0.3876,0.1872,1.2834,76.9611,53.4901,Approve,9439.98,423953.78,0.1066,8311.85,0.1235,110,Gold,Retention,Medium
596,CUST-C0044,INST-007,Business Loan,0.0737,0.0051,Worsening,-4.355,0.0598,11.0617,70.9351,41.0812,Approve with Conditions,1962.79,77597.12,0.0655,8843.06,0.1877,64,Gold,Upsell,High
597,CUST-C0195,INST-018,Mortgage,0.7832,0.0645,Stable,-5.4204,0.1495,13.5969,82.1141,81.7078,Deny,23994.78,188345.05,0.647,9946.99,0.1208,147,Bronze,Upsell,Medium
598,CUST-C0034,INST-001,Credit Card,0.6473,0.2487,Worsening,3.0033,0.0286,1.2376,84.7173,57.1943,Deny,7671.71,10503.73,0.3006,6686.24,0.0267,148,Gold,Retention,Medium
599,CUST-C0199,INST-004,Business Loan,0.4711,0.293,Worsening,-6.3925,0.0735,12.8202,63.2771,46.6641,Approve,32460.98,466745.06,0.3855,4264701.21,-0.0097,58,Bronze,Upsell,Medium
600,CUST-C0095,INST-014,Personal Loan,0.3201,0.0198,Stable,-2.2316,0.1405,9.1974,78.8942,75.2544,Approve with Conditions,45857.71,366295.75,0.3088,491132.71,-0.0427,113,Silver,Retention,High
601,CUST-C0089,INST-007,Business Loan,0.0043,0.1333,Improving,-1.1358,0.1198,12.4417,81.4442,54.0149,Approve,13050.14,496700.1,0.3608,57953.85,-0.0021,42,Bronze,Retention,High
602,CUST-C0163,INST-012,Mortgage,0.8731,0.0927,Worsening,-3.2276,0.016,6.7963,67.5344,54.8028,Deny,29431.32,343406.65,0.3547,55109.25,0.0081,125,Bronze,None,Medium
603,CUST-C0003,INST-010,Business Loan,0.9636,0.2323,Worsening,5.4727,0.0672,10.2013,95.8136,49.6292,Approve with Conditions,26090.86,226841.84,0.4712,903102.74,0.0529,64,Platinum,Retention,Low
604,CUST-C0189,INST-016,Credit Card,0.6913,0.1967,Stable,-8.8039,0.106,11.0233,73.4502,93.5898,Approve with Conditions,6809.51,296100.43,0.8811,54704.13,0.0938,122,Silver,None,High
605,CUST-C0193,INST-018,Mortgage,0.8136,0.2705,Stable,-9.4753,0.0101,0.049,90.8141,52.5751,Approve with Conditions,29056.13,402373.29,0.1325,598490.34,0.2612,103,Silver,Upsell,High
606,CUST-C0247,INST-013,Personal Loan,0.5851,0.2253,Stable,9.9814,0.1235,6.9236,76.6848,77.7287,Approve,1243.0,417587.31,0.4422,29120.78,0.1597,158,Bronze,None,Low
607,CUST-C0223,INST-016,Credit Card,0.5357,0.2624,Stable,-7.8689,0.1228,6.7349,70.2822,75.4693,Deny,28401.52,225905.27,0.9341,384112.25,-0.0167,50,Platinum,Retention,Low
608,CUST-C0111,INST-006,Mortgage,0.2775,0.1202,Stable,1.9111,0.0665,4.6,82.0793,44.4066,Approve with Conditions,34196.91,482834.79,0.852,406421.23,-0.0413,135,Silver,Upsell,Low
609,CUST-C0148,INST-014,Line of Credit,0.2659,0.0249,Improving,4.6224,0.1054,9.2976,87.0195,96.5178,Deny,32330.16,307620.08,0.7495,4304701.79,0.1814,27,Gold,Cross-sell,High
610,CUST-C0094,INST-005,Credit Card,0.8719,0.1164,Improving,9.9706,0.0779,5.9991,88.8222,96.4833,Deny,34963.65,208220.75,0.6791,2908988.67,-0.065,118,Silver,Cross-sell,Medium
611,CUST-C0007,INST-009,Mortgage,0.6377,0.0519,Worsening,0.3482,0.1067,12.1925,86.1119,67.6282,Approve,46478.84,49261.57,0.1917,3542.29,0.1915,57,Bronze,Retention,Low
612,CUST-C0011,INST-008,Credit Card,0.2463,0.0832,Stable,2.6783,0.0525,9.6746,78.9087,54.9887,Approve with Conditions,23843.22,181442.14,0.4132,1039843.21,0.1198,41,Platinum,None,Medium
613,CUST-C0117,INST-011,Credit Card,0.041,0.0174,Stable,8.4026,0.0863,2.7773,88.7313,85.312,Approve,26951.77,228405.46,0.8373,567849.66,-0.0517,25,Bronze,Retention,Low
614,CUST-C0201,INST-010,Personal Loan,0.8118,0.2788,Stable,6.4816,0.0386,4.6613,68.0323,45.6806,Approve with Conditions,5478.55,51729.52,0.812,714855.71,0.1147,73,Gold,Upsell,Medium
615,CUST-C0035,INST-008,Business Loan,0.9343,0.2387,Improving,-7.1603,0.1005,8.1112,81.6711,81.9991,Approve,22928.03,235447.94,0.4747,22557.02,-0.0617,80,Gold,Retention,High
616,CUST-C0108,INST-002,Line of Credit,0.8512,0.2698,Worsening,3.6747,0.1367,7.491,75.9688,96.5774,Approve with Conditions,43943.28,422266.73,0.488,840099.2,0.258,144,Bronze,Retention,High
617,CUST-C0095,INST-003,Mortgage,0.9121,0.2909,Improving,-7.6167,0.1683,1.8739,78.0041,71.5447,Approve with Conditions,6206.76,176391.39,0.8698,397059.03,-0.0815,54,Platinum,None,High
618,CUST-C0055,INST-012,Line of Credit,0.5266,0.1417,Improving,6.6238,0.1585,3.4287,66.0499,42.9716,Deny,40690.09,214992.59,0.6,26778.8,-0.0543,42,Bronze,Retention,Medium
619,CUST-C0248,INST-010,Personal Loan,0.7894,0.1453,Improving,7.3006,0.142,8.9665,68.0031,49.4686,Deny,29412.37,138082.9,0.7522,1112583.56,0.2422,80,Gold,Cross-sell,High
620,CUST-C0227,INST-009,Line of Credit,0.5876,0.2945,Improving,3.7962,0.175,5.4311,61.6788,90.9954,Approve with Conditions,12309.39,377162.04,0.6036,36012.97,-0.0865,26,Bronze,None,Medium
621,CUST-C0067,INST-020,Personal Loan,0.4132,0.0869,Improving,4.0335,0.1058,0.3697,80.2998,67.932,Approve with Conditions,27441.51,362898.97,0.9162,1311181.33,0.0977,152,Bronze,None,High
622,CUST-C0013,INST-009,Business Loan,0.5389,0.2768,Worsening,8.9344,0.1949,1.7599,92.2622,59.7344,Approve,5384.43,458898.05,0.5539,2924.39,0.1457,133,Platinum,Cross-sell,High
623,CUST-C0006,INST-013,Business Loan,0.1092,0.1415,Improving,8.0928,0.0019,14.8362,89.0006,69.0606,Approve,10972.14,19077.67,0.8095,83835.89,0.1944,93,Silver,Retention,High
624,CUST-C0128,INST-001,Personal Loan,0.8004,0.2345,Stable,2.4571,0.1678,2.314,65.2635,40.6027,Approve,45165.16,57806.89,0.9218,3417672.38,-0.0374,106,Silver,Cross-sell,Medium
625,CUST-C0028,INST-008,Mortgage,0.1391,0.0255,Worsening,0.486,0.1132,4.1158,75.4572,90.9524,Approve,29482.13,275605.3,0.3123,9758.88,0.2565,139,Bronze,None,Low
626,CUST-C0212,INST-019,Personal Loan,0.8942,0.2832,Improving,-7.6813,0.1752,11.1052,88.9131,69.8442,Approve with Conditions,32790.35,473736.76,0.8813,3398896.45,-0.0115,63,Silver,Retention,High
627,CUST-C0188,INST-015,Line of Credit,0.724,0.2209,Improving,7.5676,0.0868,6.8155,73.8636,72.2925,Approve with Conditions,21137.63,41293.93,0.8558,98782.3,0.2832,85,Bronze,Upsell,High
628,CUST-C0245,INST-014,Mortgage,0.6957,0.1758,Worsening,-0.7147,0.167,14.74,77.6422,43.8176,Approve,28441.22,257438.21,0.849,4837.54,0.1413,123,Gold,Cross-sell,Low
629,CUST-C0223,INST-010,Personal Loan,0.6459,0.1841,Worsening,8.2454,0.1877,9.5134,63.359,84.0901,Approve,31218.31,251298.23,0.5148,94727.44,0.0042,41,Silver,None,High
630,CUST-C0246,INST-015,Credit Card,0.7928,0.1285,Worsening,4.7979,0.0689,7.9475,71.1115,85.8419,Deny,24113.35,206980.28,0.6881,83224.71,0.1086,97,Gold,None,Medium
631,CUST-C0179,INST-015,Line of Credit,0.4026,0.0354,Worsening,-3.1265,0.134,7.0876,73.1554,89.7921,Approve with Conditions,49171.65,256486.18,0.541,16287.39,0.184,137,Platinum,Retention,Low
632,CUST-C0040,INST-009,Mortgage,0.1992,0.2417,Worsening,-7.9677,0.0472,1.7473,79.5922,54.0787,Approve,33985.77,285971.42,0.6743,96646.78,0.2241,135,Gold,None,Low
633,CUST-C0137,INST-013,Line of Credit,0.8369,0.0129,Stable,4.2802,0.0207,9.8502,73.9172,43.4011,Deny,26087.13,221454.28,0.1612,3878.12,-0.0251,153,Gold,None,High
634,CUST-C0171,INST-012,Credit Card,0.5903,0.0879,Worsening,1.8348,0.1685,0.9494,89.35,80.3436,Approve with Conditions,17313.27,82131.99,0.8418,3356372.64,0.1832,112,Platinum,Upsell,Medium
635,CUST-C0109,INST-010,Business Loan,0.2743,0.0938,Improving,-2.9483,0.0737,3.0653,77.7904,95.9547,Deny,47267.43,25179.92,0.3547,2521641.76,0.2343,99,Silver,Retention,Medium
636,CUST-C0123,INST-005,Mortgage,0.9489,0.0277,Improving,6.1583,0.1411,6.8375,66.7852,45.002,Deny,47895.72,340949.39,0.9738,776592.04,0.1456,161,Bronze,None,Low
637,CUST-C0177,INST-003,Personal Loan,0.7031,0.0173,Improving,-5.1806,0.1767,4.362,91.6196,48.9601,Deny,42168.99,421036.56,0.2458,3582408.19,-0.0994,123,Platinum,None,Medium
638,CUST-C0031,INST-002,Line of Credit,0.1507,0.0142,Improving,9.7936,0.0579,11.4072,78.6372,85.9206,Approve with Conditions,23476.75,239800.53,0.7248,869201.09,-0.0112,135,Platinum,Retention,Medium
639,CUST-C0071,INST-003,Line of Credit,0.5456,0.0416,Stable,8.8029,0.069,4.3055,91.0823,49.081,Deny,32004.4,357975.23,0.2206,160468.94,0.0124,116,Platinum,Cross-sell,Low
640,CUST-C0066,INST-016,Personal Loan,0.8895,0.1702,Improving,7.6122,0.0736,14.6623,91.3311,59.2453,Approve with Conditions,38331.16,427133.82,0.9591,3507.7,0.141,120,Gold,None,High
641,CUST-C0043,INST-016,Mortgage,0.8798,0.1548,Worsening,9.2337,0.0713,12.2736,96.4969,78.3176,Deny,47387.17,435181.74,0.3312,3226.93,-0.0351,72,Gold,Cross-sell,High
642,CUST-C0102,INST-015,Mortgage,0.5258,0.1202,Worsening,2.2554,0.1137,6.2123,69.4448,46.2713,Deny,6010.8,413601.13,0.9489,1622.14,-0.0943,73,Gold,Cross-sell,High
643,CUST-C0168,INST-017,Personal Loan,0.6778,0.0706,Stable,-1.8296,0.184,8.2523,67.4242,43.3651,Approve,45587.19,278477.82,0.7548,3223898.05,0.2808,116,Silver,None,Low
644,CUST-C0083,INST-013,Personal Loan,0.4517,0.0614,Improving,0.9113,0.1289,4.576,95.6372,75.4076,Approve with Conditions,49935.01,498900.08,0.926,2194816.45,0.1248,137,Bronze,Upsell,Low
645,CUST-C0038,INST-015,Mortgage,0.3476,0.1965,Improving,0.8894,0.0855,3.4174,86.3625,80.5012,Approve with Conditions,17536.2,115186.43,0.2843,69718.08,0.2401,18,Bronze,Upsell,Low
646,CUST-C0118,INST-017,Mortgage,0.3332,0.0965,Improving,-2.2312,0.1716,3.2092,73.7718,69.9022,Approve with Conditions,12279.58,306783.17,0.3307,3760137.14,0.2742,126,Platinum,Retention,High
647,CUST-C0193,INST-020,Credit Card,0.7246,0.2494,Improving,6.4862,0.1634,6.892,87.1972,95.4117,Approve,14600.62,398762.35,0.4804,4639.94,0.1645,157,Silver,Upsell,Low
648,CUST-C0185,INST-020,Line of Credit,0.2187,0.2738,Worsening,8.7776,0.0779,3.639,85.4791,53.1215,Deny,27306.2,122016.32,0.5569,3777251.15,0.2701,117,Bronze,Upsell,High
649,CUST-C0094,INST-010,Line of Credit,0.03,0.2992,Improving,0.0857,0.1455,12.8932,96.8911,88.3354,Deny,13164.15,109211.37,0.8396,911957.6,-0.0391,53,Silver,None,Low
650,CUST-C0243,INST-004,Credit Card,0.0902,0.2686,Improving,3.1618,0.091,3.2578,73.8171,66.3235,Deny,1515.82,299480.02,0.9455,3241806.0,0.1948,84,Platinum,Upsell,Low
651,CUST-C0103,INST-004,Business Loan,0.8666,0.282,Worsening,8.6313,0.1267,2.6731,97.5859,64.6682,Approve with Conditions,6898.66,268461.92,0.6556,3093980.32,0.1079,141,Gold,Upsell,Medium
